id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at
1800,Required,false,0101000020E61000005D363AE7A7BB54C0639CBF09854C4540,2020-01-10T19:32:31.573071,03 FEB 2022 - 31 MAR 2022,"40900 Romeo Plank Road
Clinton Township, MI 48038
586-463-2537
Volunteer Prepared Taxes",,26694,English,1088,Macomb County Veteran Services - CMPL,2022-03-20T00:01:00.17391
1840,Not Required,false,0101000020E6100000914259F8FAB954C00A11700855F84340,2020-01-10T19:32:31.892366,22 JAN 2022 - 09 APR 2022,"3330 Scottwood Road
Columbus, OH 43227
Volunteer Prepared Taxes",SAT 8:00AM-2:00PM,25395,English,1088,Christian Valley Missionary Baptist Church,2022-03-20T00:01:00.616355
2548,Not Required,false,0101000020E6100000A2B3CC22145C54C052D50451F74D3C40,2020-01-10T19:32:37.948768,07 FEB 2022 - 06 APR 2022,"3501 W. Vine Street
Suite 524
Kissimmee, FL 34741
Volunteer Prepared Taxes","MON 1:00PM-3:00PM
TUE 10:00AM-1:00PM",24441,"English,Spanish",1088,The Lion Foundation,2022-03-20T00:01:09.118457
6933,Not Required,true,0101000020E61000007EA99F37158656C03E963E7441F13D40,2022-01-23T00:00:49.74509,18 JAN 2022 - 15 APR 2022,"2851 SOUTH CLAIBORNE AVE
New Orleans, LA 70125
Volunteer Prepared Taxes",SAT 12:00PM-4:00PM,29697,English,1083,ABCSLA:STARBUCKS-AD HOC,2022-02-13T00:01:08.174456
4736,Required,true,0101000020E6100000FE28EACC3D0558C09468C9E369A54440,2021-01-31T00:00:19.784025,25 FEB 2022 - 15 APR 2022,"2222 Binney St
Omaha, NE 68110
Volunteer Prepared Taxes",,25804,English,1086,Habitat for Humanity,2022-03-06T00:01:11.088157
72,Required,false,0101000020E61000009A93179980765EC078B7B24467AD4240,2020-01-10T19:32:16.961013,05 MAR 2022 - 07 MAY 2022,"1897 Alum Rock Ave
San Jose, CA 95116
408-341-6080
Volunteer Prepared Taxes",,24911,"English,Spanish",1088,Amigos de Guadalupe,2022-03-20T00:00:43.09089
481,Required,false,0101000020E61000006D75392520B35EC03526C45C52834740,2020-01-10T19:32:20.363174,29 JAN 2022 - 09 APR 2022,"5000 Abbey Way SE
Harned Hall 109
Lacey, WA 98503
360-923-8796
Volunteer Prepared Taxes",,25642,"English,Spanish,Chinese",1088,Saint Martins University-VITA,2022-03-20T00:00:46.689662
4767,Required,true,0101000020E6100000975643E21E5157C026E0D748129E4240,2021-01-31T00:00:21.636057,01 FEB 2021 - 14 APR 2021,"1518 E Dale St
Springfield, MO 65803
417-720-2000
Self-Prep Taxes Only",,29010,English,39,ATLS-CPO-OReilly Center for Hope-TS FSA,2021-04-18T00:00:14.573214
4966,Not Required,false,0101000020E61000001BD47E6B279C5AC0FC6EBA6587E43F40,2021-02-07T00:00:23.104318,31 JAN 2022 - 12 APR 2022,"4521 Cohen
El Paso, TX 79924
Volunteer Prepared Taxes",MON 5:00PM-7:00PM,29284,"English,Spanish",1088,GECU Cohen Branch,2022-03-20T00:00:48.863396
297,Required,true,0101000020E61000006B459BE3DC905DC0E48409A359E34040,2020-01-10T19:32:18.806974,05 FEB 2021 - 10 APR 2021,"540 North Marine Ave
Wilmington, CA 90744
310-414-2090
Volunteer Prepared Taxes",,13887,"English,Spanish",39,AAB-Admin Office,2021-04-18T00:00:14.573214
6514,Required,true,0101000020E6100000F62686E4640054C07D94111780D44340,2021-12-26T00:01:04.248303,24 JAN 2017 - 13 APR 2017,"41 Lady Bug Drive
Scott's Run Settlement House
Self-Prep Taxes Only
Osage, WV 26543
304-599-5020
Self-Prep Taxes Only",,12998,English,1078,Scott's Run Settlement House FSA Stand-Alone,2022-01-09T00:00:47.989319
688,Required,false,0101000020E610000001A3CB9BC39E5AC03750E09D7CC23F40,2020-01-10T19:32:22.0704,02 FEB 2022 - 15 APR 2022,"901 E San Antonio Ave
El Paso, TX 79901
915-747-3224
Volunteer Prepared Taxes",,26593,"English,Spanish",1088,"Consulate General of Mexico- El Paso, TX - Adhoc",2022-03-20T00:00:48.918638
769,Required,false,0101000020E61000008CBD175FB42558C0EE0912DBDD214740,2020-01-10T19:32:22.730067,01 FEB 2022 - 12 APR 2022,"311 5th St.
Breckenridge, MN 56520
218-512-1570
Volunteer Prepared Taxes",,22441,English,1088,CAPLP Breckenridge Site,2022-03-20T00:00:50.251769
7228,Required,false,0101000020E6100000E370E65773FE57C09E616A4B1D0A4240,2022-02-27T00:01:25.066685,01 FEB 2022 - 22 APR 2022,"5780 S Peoria Ave
Tulsa, OK 74105
918-900-0918
Volunteer Prepared Taxes",,31038,English,1088,Goodwill TR STCH,2022-03-20T00:00:50.604625
3500,Required,false,0101000020E6100000EF75525F96D557C066D993C0E61E4240,2020-02-25T16:46:52.072627,03 FEB 2022 - 14 APR 2022,"6789 US Hwy 69
Pryor, OK 74361
918-453-5536
Volunteer Prepared Taxes",,5125,English,1088,CN Pryor,2022-03-20T00:00:51.398035
4751,Not Required,false,0101000020E61000005BB05417F01158C05628D2FD9C5E4040,2021-01-31T00:00:20.673905,01 FEB 2022 - 11 APR 2022,"301 N. Rockwall Ave.
Terrell, TX 75160
Volunteer Prepared Taxes",MON 6:00PM-8:00PM,28870,English,1088,Terrell -Hulsey Public Library,2022-03-20T00:00:51.749173
4752,Required,false,0101000020E6100000D0B52FA017B257C014AE47E17A4A4240,2021-01-31T00:00:20.71842,01 FEB 2022 - 12 APR 2022,"1005 Leisure Rd.
Grove, OK 74344
918-253-4683
Volunteer Prepared Taxes",,14235,English,1088,NEOCAA Grove,2022-03-20T00:00:51.836881
4761,Required,false,0101000020E6100000AEBA0ED5946457C0E388B5F814744240,2021-01-31T00:00:21.272631,31 JAN 2022 - 11 APR 2022,"201 Main St.
Crane, MO 65633
417-357-6812
Volunteer Prepared Taxes",,29008,English,1088,UME MoTax Stone County Crane Public Library Crane,2022-03-20T00:00:52.437792
4771,Required,false,0101000020E61000009E60FF756E3057C0842D76FBAC084640,2021-01-31T00:00:21.739673,05 FEB 2022 - 12 APR 2022,"601 Clay St
Mantorville, MN 55955
800-543-7709
Volunteer Prepared Taxes",,28566,English,1088,Mantorville Senior Center - VITA,2022-03-20T00:00:52.708044
1122,Not Required,false,0101000020E61000006A4B1DE4F5AA57C097A8DE1AD8123E40,2020-01-10T19:32:25.763254,07 FEB 2022 - 09 APR 2022,"3730 FM 160 NORTH
Liberty, TX 77575
Volunteer Prepared Taxes",SAT 9:00AM-2:00PM,13721,English,1088,St. Vicent DePaul Society,2022-03-20T00:00:53.993978
6931,Not Required,false,0101000020E610000005E09F52258656C0990E9D9E777B3E40,2022-01-23T00:00:49.621143,18 JAN 2022 - 15 APR 2022,"834 N. COLUMBIA STREET
Covington, LA 70433
Volunteer Prepared Taxes","MON 10:00AM-3:00PM
TUE 10:00AM-3:00PM
WED 10:00AM-3:00PM
THU 11:00AM-5:00PM",29706,English,1088,ABCSLA:UNITED WAY SELA - NORTHSHORE-VITA,2022-03-20T00:00:56.773681
6936,Required,false,0101000020E61000008787307E1A8E55C073BC02D193864540,2022-01-23T00:00:49.81854,04 FEB 2022 - 08 APR 2022,"1051 S Beacon Blvd
Grand Haven, MI 49417
616-842-9210
Volunteer Prepared Taxes",,29721,English,1088,DU @ Four Pointes Center,2022-03-20T00:00:57.0268
6937,Not Required,false,0101000020E61000000B630B410E8056C05B087250C2F43D40,2022-01-23T00:00:49.886796,19 JAN 2022 - 15 APR 2022,"7220 St. Claude Ave
Arabi, LA 70032
Volunteer Prepared Taxes","MON 9:00AM-3:00PM
TUE 9:00AM-3:00PM
WED 9:00AM-3:00PM
THU 9:00AM-3:00PM
FRI 10:00AM-3:00PM",30962,English,1088,ABCSLA:St. Bernard Properity Center-AD HOC,2022-03-20T00:00:57.125323
6938,Not Required,false,0101000020E61000007F129F3BC15256C0B247A81952553F40,2022-01-23T00:00:49.89622,31 JAN 2022 - 12 APR 2022,"300 E. 5th Street
Hattiesburg, MS 39401
Volunteer Prepared Taxes","MON 8:30AM-3:00PM
TUE 8:30AM-3:00PM",29478,English,1088,CE Roy Community Center,2022-03-20T00:00:57.134024
6939,Required,false,0101000020E61000006684B707218F55C0D7C1C1DEC4D64440,2022-01-23T00:00:49.904736,01 JAN 2022 - 31 DEC 2022,"1028 E Colfax Ave
South Bend, IN 46617
574-303-6611
Volunteer Prepared Taxes",,29358,"English,Spanish",1088,"Soma Support, Inc",2022-03-20T00:00:57.170148
6940,Required,false,0101000020E61000008E959867258755C0DBDE6E490E9E4540,2022-01-23T00:00:49.932516,02 FEB 2022 - 13 APR 2022,"5428 E Apple Ave
Muskegon, MI 49442
231-722-7871
Volunteer Prepared Taxes",,29628,English,1088,Egelston Branch Library,2022-03-20T00:00:57.23225
6941,Required,false,0101000020E61000002DEA93DC619E55C043C6A354C25D4340,2022-01-23T00:00:50.025953,07 FEB 2022 - 04 APR 2022,"804 W Main Street
Mitchell, IN 47446
812-849-2412
Volunteer Prepared Taxes",,14621,English,1088,Mitchell Public Library,2022-03-20T00:00:57.365095
1856,Not Required,false,0101000020E61000007632384A5E2255C0EF004F5AB8FA4040,2020-01-10T19:32:32.048579,25 JAN 2022 - 30 APR 2022,"492 North Marietta Pkwy
Marietta, GA 30060
Volunteer Prepared Taxes","TUE 10:00AM-3:00PM
THU 10:00AM-3:00PM
SAT 10:00AM-3:00PM",21989,English,1088,Turner Chapel AME Church,2022-03-20T00:01:00.760598
1858,Required,false,0101000020E6100000DA20938C9C2B55C0EA04341136B44040,2020-01-10T19:32:32.066776,18 JAN 2022 - 31 OCT 2022,"3121 E. Highway 34
Newnan, GA 30265
678-854-6839
Volunteer Prepared Taxes",,20375,"English,Spanish",1088,Goodwill Newnan,2022-03-20T00:01:00.771178
4909,Required,false,0101000020E6100000286211C30E3753C069A85148328B4340,2021-01-31T00:00:30.899113,25 JAN 2022 - 15 APR 2022,"9900 Washington Boulevard
Laurel, MD 20707
443-518-7647
Volunteer Prepared Taxes",,17933,"English,Spanish",1088,Howard County MultiService Center,2022-03-20T00:01:09.154952
1882,Required,true,0101000020E61000002FDB4E5B23FF54C05454FD4AE7434140,2020-01-10T19:32:32.263997,01 FEB 2022 - 01 MAR 2022,"82 College Circle
Dahlonega, GA 30597
706-867-3082
Volunteer Prepared Taxes",,24339,English,1086,University of North Georgia,2022-03-06T00:01:11.088157
1396,Required,true,0101000020E610000072C119FCFD2E56C040DCD5ABC8204140,2020-01-10T19:32:28.130354,27 JAN 2022 - 10 MAR 2022,"1800 W. Main Street
Ste 28
Tupelo, MS 38801
662-841-9133
Volunteer Prepared Taxes",,5901,English,1087,Bancorpsouth Tupelo,2022-03-13T00:01:31.420489
6932,Required,true,0101000020E6100000E7FF55478E9855C04B1E4FCB0FDA4540,2022-01-23T00:00:49.665228,07 FEB 2022 - 13 APR 2022,"4250 W Tyler Rd
Hart, MI 49420
800-887-1107
Volunteer Prepared Taxes",,29791,"English,Spanish",1085,Oceana County Council on Aging,2022-02-27T00:01:40.070963
4745,Required,true,0101000020E610000096B377465BA057C01152B7B3AFD64440,2021-01-31T00:00:20.519758,09 FEB 2021 - 13 APR 2021,"212 State Street
Guthrie Center, IA 50115
641-747-2276
Volunteer Prepared Taxes",,28662,English,39,Guthrie County AED,2021-04-18T00:00:14.573214
4746,Required,true,0101000020E6100000BA9EE8BAF0A757C0BCC96FD1C98E4340,2021-01-31T00:00:20.528467,08 FEB 2021 - 09 APR 2021,"600 Minnesota Avenue
Kansas City, KS 66101
913-621-3445
Volunteer Prepared Taxes",,29217,English,39,CCNEK Catholic Charities - WyCo,2021-04-18T00:00:14.573214
6839,Required,false,0101000020E610000029B16B7BBB895DC074ECA012D7094140,2022-01-23T00:00:40.410748,15 JAN 2022 - 30 APR 2022,"2619 West Valley BlVD
Alhambra, CA 91803
626-238-7808
Volunteer Prepared Taxes",,29736,"English,Spanish",1088,KARLEO INC,2022-03-20T00:00:44.668915
6840,Required,false,0101000020E61000000805A568E5855DC00FD07D39B30B4140,2022-01-23T00:00:40.429118,01 FEB 2022 - 13 APR 2022,"715 E Mission Road
San Gabriel, CA 91776
626-286-2600
Volunteer Prepared Taxes",,29486,"English,Cantonese,Mandarin",1088,Herald Christian Community Center,2022-03-20T00:00:44.696215
4674,Required,false,0101000020E610000065E42CEC690D5DC08061F9F36DCD4540,2021-01-31T00:00:17.576085,01 JAN 2022 - 30 SEP 2022,"2630 W. University Drive
MBEB 3121
Boise, ID 83725
208-426-1271
Volunteer Prepared Taxes",,28731,English,1088,BSU Virtual VITA,2022-03-20T00:00:46.025694
6516,Not Required,true,0101000020E6100000567DAEB6628354C03DB7D09508B64040,2021-12-26T00:01:04.435891,01 FEB 2017 - 12 APR 2017,"3200 Augusta Tech Drive
Bldg 1400, Room 110
Augusta, GA 30906
Volunteer Prepared Taxes",WED 1:00PM-4:00PM,2893,English,1078,Augusta Technical College -  VITA,2022-01-09T00:00:47.989319
4810,Required,true,0101000020E6100000FE7C5BB0548156C0CF6740BD19914140,2021-01-31T00:00:23.83446,19 JAN 2021 - 15 APR 2021,"321 S. Bellevue Blvd
Self Prep Only
Memphis, TN 38104
844-829-3786
Volunteer Prepared Taxes",,28462,English,39,Impact TN Virtual Tax Prep,2021-04-18T00:00:14.573214
808,Required,false,0101000020E6100000D99596917AFD57C0F1F09E03CBD14140,2020-01-10T19:32:23.035546,01 FEB 2022 - 15 APR 2022,"1008 E Eufaula St
Okmulgee, OK 74447
918-549-2607
Volunteer Prepared Taxes",,25427,English,1088,MCN Virtual VITA,2022-03-20T00:00:50.76098
870,Required,false,0101000020E6100000524832AB77A257C024B4E55C8A1B4440,2020-01-10T19:32:23.553186,31 JAN 2022 - 13 APR 2022,"301 East Second St.
Stanberry, MO 64489
660-736-2004
Volunteer Prepared Taxes",,9819,English,1088,MCTC CSI Gentry County (Stanberry),2022-03-20T00:00:51.496233
5047,Required,false,0101000020E6100000B79C4B71555857C0D6FECEF6E8214340,2021-03-14T00:00:26.808864,02 FEB 2022 - 13 APR 2022,"17571 N Dam Access Rd
Warsaw, MO 65355
660-438-3300
Volunteer Prepared Taxes",,11159,English,1088,AAA Warsaw Senior Center,2022-03-20T00:00:52.376135
4784,Required,false,0101000020E61000008C497F2F851D57C08BA8893E1F034640,2021-01-31T00:00:21.973572,01 FEB 2022 - 15 APR 2022,"700 Fourth Avenue SE
Rochester, MN 55904
800-543-7709
Volunteer Prepared Taxes",,28569,English,1088,Hawthorne Education Center - VITA - At Salvation Army,2022-03-20T00:00:52.901721
4787,Required,false,0101000020E6100000C3D32B65191457C042EA76F695874540,2021-01-31T00:00:22.023089,08 FEB 2022 - 12 APR 2022,"104 E Main Street
New Hampton, IA 50659
641-394-2174
Volunteer Prepared Taxes",,28765,English,1088,Chickasaw County Extension VITA,2022-03-20T00:00:52.957152
4791,Required,false,0101000020E6100000AB4203B16C0757C0F8A6E9B303B04540,2021-01-31T00:00:22.148309,03 FEB 2022 - 06 APR 2022,"320 N. Elm Street
Cresco, IA 52136
563-277-7246
Volunteer Prepared Taxes",,28668,English,1088,Cresco Public Library,2022-03-20T00:00:53.124297
3577,Required,false,0101000020E61000005DDDB1D8260457C08A8EE4F21FFC4540,2020-02-25T16:46:53.852812,03 FEB 2022 - 14 APR 2022,"830 Whitewater
Saint Charles, MN 55972
507-474-7202
Volunteer Prepared Taxes",,25686,"English,Spanish",1088,Winona at St. Charles - Ad Hoc,2022-03-20T00:00:53.161398
4794,Required,false,0101000020E6100000698D412784FE56C0F73FC05AB5DB4540,2021-01-31T00:00:22.289286,05 FEB 2022 - 12 APR 2022,"503 Parkway Ave South
Lanesboro, MN 55949
507-458-3005
Volunteer Prepared Taxes",,28565,English,1088,Sylvan Manor - VITA,2022-03-20T00:00:53.21955
4795,Required,false,0101000020E6100000BBEEAD484CF256C0168A743FA7A64540,2021-01-31T00:00:22.349615,01 FEB 2022 - 06 APR 2022,"2316 Sweet Parkway Road
Decorah, IA 52101
563-277-7246
Volunteer Prepared Taxes",,28672,English,1088,ISU Extension - Winneshiek County,2022-03-20T00:00:53.417534
4799,Required,false,0101000020E6100000CA1AF5108DE456C0179AEB34D28A4540,2021-01-31T00:00:22.492395,04 FEB 2022 - 08 APR 2022,"235 W Tilden St
Postville, IA 52162
563-277-7246
Volunteer Prepared Taxes",,28674,English,1088,Postville Public Library,2022-03-20T00:00:53.586073
1102,Required,false,0101000020E61000001C60E63BF83357C0868F8829912E4140,2020-01-10T19:32:25.575021,01 FEB 2022 - 12 APR 2022,"202 East Third St
Malvern, AR 72104
501-326-6303
Volunteer Prepared Taxes",,12350,English,1088,CADC Hot Spring Co. Library,2022-03-20T00:00:53.855298
4800,Required,false,0101000020E6100000C216BB7D561C57C021938C9C858B4140,2021-01-31T00:00:22.709159,01 FEB 2022 - 18 APR 2022,"1105 Oak Street
Conway, AR 72034
501-327-5087
Volunteer Prepared Taxes",,29208,English,1088,UCA Downtown,2022-03-20T00:00:53.973899
1204,Required,false,0101000020E6100000155454FD4A9056C021AE9CBD33544340,2020-01-10T19:32:26.529844,29 JAN 2022 - 09 APR 2022,"4675 Page Blvd.
Saint Louis, MO 63113
314-690-3570
Volunteer Prepared Taxes",,8429,English,1088,MCTC Westside Missionary Baptist Church,2022-03-20T00:00:54.654841
1249,Not Required,false,0101000020E6100000CB65A3737EB956C0611C5C3AE6B24040,2020-01-10T19:32:26.903519,25 JAN 2022 - 18 APR 2022,"323 Hwy 82 E
Leland, MS 38756
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",25989,"English,Spanish",1088,Southern Bancorp - Leland,2022-03-20T00:00:55.189277
1425,Required,false,0101000020E6100000D3F9F02C41C755C03EAE0D15E3E24240,2020-01-10T19:32:28.358209,01 FEB 2022 - 14 APR 2022,"401 Frederica St
Corporate Center Bldg C, suite 201C
Owensboro, KY 42301
270-687-7301
Volunteer Prepared Taxes",,7495,English,1088,Kdr - Owensboro,2022-03-20T00:00:56.841984
7182,Not Required,false,0101000020E610000098DEFE5C34C355C037AAD381ACF14240,2022-02-13T00:00:56.201318,11 FEB 2022 - 18 APR 2022,"499 Jefferson st
Rockport, IN 47635
Volunteer Prepared Taxes",FRI 9:00AM-12:00PM,29802,English,1088,Christian Resource Center,2022-03-20T00:00:56.870347
1509,Not Required,false,0101000020E610000008910C39B67455C0D8B8FE5D9F654440,2020-01-10T19:32:29.190166,02 FEB 2022 - 06 APR 2022,"500 S. Cass St.
Wabash, IN 46992
260-355-2510
Volunteer Prepared Taxes",WED 10:00AM-4:00PM,25786,English,1088,Pathfinder VITA Wabash County YMCA,2022-03-20T00:00:57.687075
1688,Not Required,false,0101000020E61000006420CF2EDF8255C09888B7CEBFF94040,2020-01-10T19:32:30.642493,26 JAN 2022 - 13 APR 2022,"3702 Rainbow Drive
Rainbow City, AL 35906
Volunteer Prepared Taxes",WED 11:30PM-3:30PM,8667,English,1088,Rainbow City VITA,2022-03-20T00:00:59.358322
2559,Required,false,0101000020E610000025CD1FD3DA3E53C067D5E76A2B424340,2020-01-10T19:32:38.040032,01 FEB 2022 - 18 APR 2022,"101 Catalpa Drive
Suite 103
La Plata, MD 20646
866-293-0623
Volunteer Prepared Taxes",,13013,English,1088,"LifeStyles of Maryland Foundation, Inc.",2022-03-20T00:01:09.265798
1271,Required,true,0101000020E61000001F680586AC8156C02F34D769A4914140,2020-01-10T19:32:27.081429,18 JAN 2022 - 10 MAR 2022,"1350 Concourse Avenue
3rd Floor
Memphis, TN 38104
844-829-3786
Volunteer Prepared Taxes",,23424,English,1080,Impact Church Health Center - Wellness Ctr,2022-01-23T00:00:59.536909
278,Required,false,0101000020E61000006D3B6D8D08815DC041800C1D3B124140,2020-01-10T19:32:18.648835,01 FEB 2022 - 07 APR 2022,"790 W Chestnut Ave
Monrovia, CA 91016
626-358-3486
Volunteer Prepared Taxes",,19628,"English,Spanish,Mandarin",1088,Foothill Unity Center VITA - Monrovia,2022-03-20T00:00:44.711522
692,Not Required,false,0101000020E6100000B5FCC0559E9B5AC0F60D4C6E14C53F40,2020-01-10T19:32:22.102181,07 FEB 2022 - 11 APR 2022,"5001 El Paso Drive
Rm 1110
El Paso, TX 79905
Volunteer Prepared Taxes",MON 11:00AM-3:00PM,26981,"English,Spanish",1088,Texas Tech University Health Science Center - Jefferson High School,2022-03-20T00:00:48.964943
5048,Required,true,0101000020E6100000BA9EE8BAF0A757C0BCC96FD1C98E4340,2021-03-21T00:00:28.505576,28 FEB 2021 - 09 APR 2021,"600 Minnesota Avenue
Kansas City, KS 66101
913-621-3445
Volunteer Prepared Taxes",,28909,English,39,Catholic Charities NEKS - WyCo,2021-04-18T00:00:14.573214
4813,Required,true,0101000020E61000007BD7A02FBDCB56C06FBC3B3256733E40,2021-01-31T00:00:24.499831,15 JAN 2021 - 15 APR 2021,"700 Laurel Street
Baton Rouge, LA 70802
211-000-0000
Volunteer Prepared Taxes",,24610,"English,Spanish",39,Capital Area United Way VITA,2021-04-18T00:00:14.573214
4730,Required,false,0101000020E6100000B7973446EB6158C0E411DC48D9AE4140,2021-01-31T00:00:19.610522,02 FEB 2022 - 13 APR 2022,"10201 S Western Ave
Oklahoma City, OK 73139
405-682-1990
Volunteer Prepared Taxes",,28386,English,1088,True Sky CU - Western,2022-03-20T00:00:49.872597
1431,Required,true,0101000020E610000045B9347EE1B055C0812381069BA44340,2020-01-10T19:32:28.404831,06 FEB 2021 - 08 APR 2021,"10 S Montgomery St
Spencer, IN 47460
812-829-3392
Volunteer Prepared Taxes",,13940,English,39,Owen County Public Library,2021-04-18T00:00:14.573214
4822,Required,true,0101000020E61000006FB88FDC9A8756C0EC6B5D6A84E63D40,2021-01-31T00:00:24.971752,26 FEB 2021 - 15 OCT 2021,"5351 Lapalco Blvd
Suite 2868
Marrero, LA 70073
504-309-3060
Volunteer Prepared Taxes",,28670,English,39,GT108 - LDW Tax and Accounting,2021-04-18T00:00:14.573214
6946,Required,true,0101000020E61000007C9A9317995255C06ADD06B5DF524540,2022-01-23T00:00:50.50373,05 FEB 2022 - 05 FEB 2022,"231 S Broadway
Return visit may be required
Hastings, MI 49058
800-887-1107
Volunteer Prepared Taxes",,29638,English,1083,Barry County United Way,2022-02-13T00:01:08.174456
779,Not Required,false,0101000020E6100000DCBB067DE93258C0E38E37F92D0C4140,2020-01-10T19:32:22.808384,15 FEB 2022 - 18 APR 2022,"18941 8th Street
Oakland, OK 73446
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",3884,English,1088,INCA - Marshall Virtual,2022-03-20T00:00:50.395631
1101,Required,false,0101000020E610000048F949B54F4F57C0E1D4079277A24040,2020-01-10T19:32:25.567022,02 FEB 2022 - 13 APR 2022,"300 North Jackson
Magnolia, AR 71753
501-326-6203
Volunteer Prepared Taxes",,8052,English,1088,CADC Bancorp South - Magnolia,2022-03-20T00:00:53.835118
1131,Required,false,0101000020E610000051C1E10511F656C088F546AD305D4240,2020-01-10T19:32:25.840989,02 FEB 2022 - 15 APR 2022,"710  E. Main Street
West Plains, MO 65775
417-256-6147
Volunteer Prepared Taxes",,10441,English,1088,"Ozark Action, Inc.-Howell County VITA",2022-03-20T00:00:54.061826
1385,Required,false,0101000020E6100000CB82893F8AD555C0E57E87A240C74440,2020-01-10T19:32:28.042767,17 FEB 2022 - 14 APR 2022,"3400 Broadway
Dunes Med. Bldg DM1113
Gary, IN 46408
219-980-6552
Volunteer Prepared Taxes",,2156,English,1088,Indiana University Northwest School of Business and Economics,2022-03-20T00:00:56.527328
4821,Required,false,0101000020E6100000923D42CD90B855C0F12E17F19D344440,2021-01-31T00:00:24.891959,27 JAN 2022 - 15 APR 2022,"1114 East State Street
Lafayette, IN 47905
765-421-6163
Volunteer Prepared Taxes",,13813,"English,Spanish",1088,United Way of Greater Lafayette,2022-03-20T00:00:56.736402
1444,Not Required,false,0101000020E6100000B1C1C2499A8456C0F44F70B1A2EE3D40,2020-01-10T19:32:28.511863,18 JAN 2022 - 15 APR 2022,"1600 Constance Street
New Orleans, LA 70130
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
TUE 9:00AM-2:00PM
FRI 9:00AM-2:00PM",25017,English,1088,ABCSLA:Kingsley House,2022-03-20T00:00:57.017244
4823,Required,false,0101000020E6100000656EBE11DD9355C01CB28174B1D54440,2021-01-31T00:00:24.986959,09 FEB 2022 - 06 APR 2022,"611 S. Lombardy Dr.
South Bend, IN 46619
574-800-1361
Volunteer Prepared Taxes",,29268,English,1088,GWI - WESTERN BRANCH PUBLIC LIBRARY,2022-03-20T00:00:57.035688
6945,Required,false,0101000020E61000009D67EC4B36AB55C0CDCCCCCCCCE44140,2022-01-23T00:00:50.487707,03 FEB 2022 - 14 APR 2022,"8607 Horton Highway
College Grove, TN 37046
615-830-7940
Volunteer Prepared Taxes",,13544,English,1088,Fifty Forward College Grove Roving,2022-03-20T00:00:58.022415
6947,Not Required,false,0101000020E6100000BE310400C73856C084BBB376DB653E40,2022-01-23T00:00:50.544304,17 JAN 2022 - 15 APR 2022,"181 Lameuse St
Biloxi, MS 39530
228-436-9999
Volunteer Prepared Taxes","MON 10:00AM-4:00PM
TUE 10:00AM-4:00PM
WED 10:00AM-4:00PM
THU 10:00AM-4:00PM
FRI 10:00AM-4:00PM",28650,"Vietnamese,English",1088,AABC Boat People SOS Mississippi,2022-03-20T00:00:58.110274
1677,Not Required,false,0101000020E61000002E4A3BFBEB2055C08E393203D3894340,2020-01-10T19:32:30.547536,29 JAN 2022 - 12 APR 2022,"321 W MLK Blvd
Covington, KY 41011
Volunteer Prepared Taxes","TUE 4:00PM-7:00PM
SAT 10:00AM-2:00PM",2042,"English,Spanish",1088,The Center for Great Neighborhoods,2022-03-20T00:00:59.260009
1696,Required,false,0101000020E61000009CA73AE4661955C05A828C800A954340,2020-01-10T19:32:30.707242,05 FEB 2022 - 16 APR 2022,"5320 Stewart Avenue
Cincinnati, OH 45227
513-721-7900
Volunteer Prepared Taxes",,6916,English,1088,Madisonville Recreation Center,2022-03-20T00:00:59.402595
1867,Required,false,0101000020E61000007BC1A739791655C07BDB4C8578FE4040,2020-01-10T19:32:32.14646,02 FEB 2022 - 16 APR 2022,"1130 Hightower Trail
Sandy Springs, GA 30350
770-552-4015
Volunteer Prepared Taxes",,3622,"English,Spanish",1088,Community Assistance Center,2022-03-20T00:01:00.908671
7130,Required,false,0101000020E610000098E0D407920755C0E7A7380EBCC64040,2022-01-30T00:01:03.99788,02 FEB 2022 - 18 APR 2022,"407 Pleasant Grove Rd
Mcdonough, GA 30252
678-465-8697
Volunteer Prepared Taxes",,30966,"English,Spanish,Arabic",1088,Women With Vision,2022-03-20T00:01:01.23612
1919,Required,false,0101000020E6100000640795B88E6B54C043C9E4D4CEC04440,2020-01-10T19:32:32.553964,25 JAN 2022 - 14 APR 2022,"1801 Superior Ave
Cleveland, OH 44114
216-436-2000
Volunteer Prepared Taxes",,17998,English,1088,Step Forward - Central,2022-03-20T00:01:01.50487
1920,Required,false,0101000020E61000005DC136E2C96A54C028452BF702C14440,2020-01-10T19:32:32.561771,24 JAN 2022 - 15 OCT 2022,"2999 Payne Ave
Suite 134
Cleveland, OH 44114
216-436-2000
Volunteer Prepared Taxes",,9764,English,1088,CHN Housing Partners,2022-03-20T00:01:01.526971
1933,Required,false,0101000020E61000000327DBC01D8854C070EF1AF4A5374340,2020-01-10T19:32:32.669928,25 JAN 2022 - 14 APR 2022,"298 East Main Street
Drop-Off Site.  Return Visit Required.
Milton, WV 25541
304-390-0087
Volunteer Prepared Taxes",,5834,English,1088,Southwestern CAC - Cabell,2022-03-20T00:01:01.776601
