,id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at,lat_long,longitude,latitude
843,416,Not Required,False,0101000020E61000009F5A7D7555445CC0B1E1E995B2D64240,2020-01-10T19:32:19.789962,01 FEB 2022 - 07 APR 2022,"351 W University Blvd
Dixie Leavitt BUS217
Cedar City, UT 84720
Volunteer Prepared Taxes","TUE 5:30PM-8:00PM
WED 5:30PM-8:00PM
THU 5:30PM-8:00PM",9881,English,1088,EIKISI-SO-Southern Utah University,2022-03-20T00:00:45.976755,POINT (-113.067716 37.677325),-113.067716,37.677325
845,4714,Not Required,False,0101000020E6100000B94F8E0244A05AC06FD39FFD48C53F40,2021-01-31T00:00:18.920242,28 JAN 2022 - 15 APR 2022,"500 W University
El Paso, TX 79902
Volunteer Prepared Taxes",FRI 1:00PM-4:00PM,29002,"English,Spanish",1088,GECU Terrace at UTEP,2022-03-20T00:00:48.872147,POINT (-106.504151 31.770645),-106.504151,31.770645
846,4720,Required,False,0101000020E61000001BBB44F5D66E59C0357A354069964540,2021-01-31T00:00:19.178424,31 JAN 2022 - 31 DEC 2022,"101 Main St.
Martin, SD 57551
605-348-1460
Volunteer Prepared Taxes",,29003,English,1088,Bennett County Public Library-Ad Hoc,2022-03-20T00:00:49.196868,POINT (-101.73187 43.175087),-101.73187,43.175087
849,4721,Not Required,False,0101000020E610000096253ACB2C3859C08F1CE90C8CFC4240,2021-01-31T00:00:19.193533,03 FEB 2022 - 15 APR 2022,"907 N 10th St
Garden City, KS 67846
620-275-5566
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-12:00PM",18163,"English,Spanish,Vietnamese,Chinese",1088,Senior Center of Finney County,2022-03-20T00:00:49.214472,POINT (-100.877734 37.973024),-100.877734,37.973024
850,3619,Required,False,0101000020E6100000CAA8328CBB0657C0037B4CA434414040,2020-02-25T16:46:55.1839,24 JAN 2022 - 18 APR 2022,"105 Bernice Drive
Monroe, LA 71201
318-323-3632
Volunteer Prepared Taxes",,6982,"English,Virtual Interpreter Services",1088,NELA: Mt Pleasant CDC VITA,2022-03-20T00:00:54.803797,POINT (-92.105197 32.509419),-92.105197,32.509419
851,1217,Not Required,False,0101000020E6100000DE3EABCC948956C0B760A92EE0594340,2020-01-10T19:32:26.634491,12 FEB 2022 - 09 APR 2022,"2001 Delmar Avenue
Granite City, IL 62040
Volunteer Prepared Taxes",SAT 9:00AM-3:30PM,24627,English,1088,GECC - Six Mile Regional Library District,2022-03-20T00:00:54.81357,POINT (-90.149707 38.702154),-90.149707,38.702154
852,1245,Not Required,False,0101000020E6100000F5D8960167C056C038A4518193B14040,2020-01-10T19:32:26.868255,24 JAN 2022 - 15 APR 2022,"1165 South Raceway Road
Greenville, MS 38701
Volunteer Prepared Taxes","MON 9:00AM-6:00PM
TUE 9:00AM-6:00PM
WED 9:00AM-6:00PM
THU 9:00AM-6:00PM
FRI 9:00AM-6:00PM",7964,English,1088,WWIS Community Action Agency Inc,2022-03-20T00:00:55.162814,POINT (-91.006287 33.387314),-91.006287,33.387314
853,1363,Not Required,False,0101000020E6100000A2B8E34D7E8C56C0BB9866BAD7294040,2020-01-10T19:32:27.849497,01 FEB 2022 - 09 APR 2022,"350 W Woodrow Wilson
Jackson, MS 39213
Volunteer Prepared Taxes","MON 6:00PM-8:00PM
TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM
SAT 1:00PM-4:00PM",8647,English,1088,Jackson Medical Mall,2022-03-20T00:00:56.258154,POINT (-90.195209 32.326896),-90.195209,32.326896
854,7120,Not Required,False,0101000020E61000001C28F04E3E8355C0236937FA98254440,2022-01-30T00:00:59.732569,24 JAN 2022 - 08 APR 2022,"750 Development Dr.
Tipton, IN 46072
Volunteer Prepared Taxes","MON 12:00AM-12:00PM
TUE 12:00AM-12:00PM
WED 12:00AM-12:00PM
THU 12:00AM-12:00PM
FRI 12:00AM-12:00PM
SAT 12:00AM-12:00PM
SUN 12:00AM-12:00PM",30985,English,1088,UWHC - Cicero Township Trustees Office,2022-03-20T00:00:57.473575,POINT (-86.050678 40.293731),-86.050678,40.293731
855,7121,Not Required,False,0101000020E61000009888B7CEBF8155C04A0D6D0036244440,2022-01-30T00:00:59.766575,24 JAN 2022 - 08 APR 2022,"900 East Jefferson
Suite A
Tipton, IN 46072
Volunteer Prepared Taxes","MON 8:00AM-4:00PM
TUE 8:00AM-4:00PM
WED 8:00AM-4:00PM
THU 8:00AM-4:00PM
FRI 8:00AM-4:00PM",30993,English,1088,UWHC - Encore Center,2022-03-20T00:00:57.51833,POINT (-86.027332 40.282898),-86.027332,40.282898
856,1597,Required,False,0101000020E610000083BF5FCC96B755C01407D0EFFBC54040,2020-01-10T19:32:29.893501,29 JAN 2022 - 16 APR 2022,"1708 Spencer Avenue
Birmingham, AL 35214
205-527-3902
Volunteer Prepared Taxes",,9077,English,1088,Bethel Baptist Church,2022-03-20T00:00:58.609618,POINT (-86.868579 33.546751),-86.868579,33.546751
857,2094,Not Required,False,0101000020E6100000E08101840F2F54C000581D39D2A94240,2020-01-10T19:32:34.059917,17 JAN 2022 - 15 APR 2022,"130 North Main Street
Pearisburg, VA 24134
540-921-3321
Volunteer Prepared Taxes","MON 9:00AM-5:00PM
TUE 9:00AM-5:00PM
WED 9:00AM-5:00PM
THU 9:00AM-5:00PM
FRI 9:00AM-5:00PM",22912,English,1088,Commissioner of Revenue - Giles County,2022-03-20T00:01:03.757949,POINT (-80.735322 37.326728),-80.735322,37.326728
858,2127,Required,False,0101000020E61000008FA850DD5CCF53C01AC39CA04D0C4540,2020-01-10T19:32:34.322097,01 FEB 2022 - 14 APR 2022,"509 Cherry St.
Jamestown Prendergast Library
Jamestown, NY 14701
888-696-9211
Volunteer Prepared Taxes",,9208,"English,Spanish",1088,United Way of S. Chautauqua Cnty- Pendergast Library,2022-03-20T00:01:04.167144,POINT (-79.240043 42.096119),-79.240043,42.096119
859,3032,Required,False,0101000020E61000004F75C8CD70E951C082AE7D01BDB84540,2020-01-10T19:32:41.931814,29 JAN 2022 - 16 APR 2022,"12 Rowell Street
Franklin, NH 03235
603-545-8688
Volunteer Prepared Taxes",,4819,English,1088,Franklin Asset Building Coalition,2022-03-20T00:01:13.81898,POINT (-71.64751 43.443268),-71.64751,43.443268
860,3046,Required,False,0101000020E61000007CD45FAFB0F451C0F75965A6B4B04440,2020-01-10T19:32:42.067723,01 FEB 2022 - 15 APR 2022,"56 Spruce Street
Westerly, RI 02891
401-596-9276
Volunteer Prepared Taxes",,7944,English,1088,Westerly Area Rest Meals,2022-03-20T00:01:13.965118,POINT (-71.823284 41.380513),-71.823284,41.380513
861,5035,Required,False,0101000020E6100000C763062AE3D351C0D3669C86A8524540,2021-02-21T00:00:39.036866,01 FEB 2022 - 15 APR 2022,"165 Merrimack St
Lowell, MA 01852
978-941-3702
Volunteer Prepared Taxes",,10506,"English,Spanish",1088,"Community Teamwork, Inc",2022-03-20T00:01:14.005957,POINT (-71.31074 42.645768),-71.31074,42.645768
862,3050,Not Required,False,0101000020E610000066A3737E8ADD51C02D5A80B6D5E84440,2020-01-10T19:32:42.099943,31 JAN 2022 - 18 APR 2022,"518 Hartford Ave
Providence, RI 02909
401-273-2000
Volunteer Prepared Taxes","MON 9:30AM-2:30PM
TUE 5:30PM-8:30PM",27062,"English,Spanish,Vietnamese,Arabic,French,Korean,Mandarin,Russian",1088,CAPP Hartford Ave,2022-03-20T00:01:14.02906,POINT (-71.461578 41.819022),-71.461578,41.819022
863,3071,Required,False,0101000020E61000005BD1E638B7C651C02AADBF25002F4540,2020-01-10T19:32:42.302461,07 FEB 2022 - 15 JUN 2022,"11 Inman Street
Cambridge, MA 02139
617-868-2900
Volunteer Prepared Taxes",,48,"Spanish,English,French,Portuguese",1088,CEOC,2022-03-20T00:01:14.33138,POINT (-71.104933 42.367192),-71.104933,42.367192
865,4619,Not Required,False,0101000020E61000000BEC3191D2FC5BC07D923B6C228D4440,2020-03-22T21:17:35.355744,02 FEB 2022 - 13 APR 2022,"875 E Highway 193
Open Doors
Layton, UT 84040
Volunteer Prepared Taxes",WED 9:00AM-12:00PM,24552,"English,Spanish",1088,EIKISI-DM Open Doors VITA,2022-03-20T00:00:46.462925,POINT (-111.950352 41.102613),-111.950352,41.102613
866,7299,Required,False,0101000020E6100000F8F9EFC16B9C5EC0CF81E50819A04740,2022-03-20T00:00:46.990418,07 FEB 2022 - 11 APR 2022,"603 S 13th St
Tacoma, WA 98405
253-301-2134
Volunteer Prepared Taxes",,29907,English,1088,Valeo Vocation,2022-03-20T00:00:46.990418,POINT (-122.444077 47.250764),-122.444077,47.250764
868,4704,Not Required,False,0101000020E6100000CBD765F84F905BC0A489778027893F40,2021-01-31T00:00:18.538517,01 FEB 2022 - 18 APR 2022,"1838 Paseo San Luis
Sierra Vista, AZ 85635
Volunteer Prepared Taxes","MON 9:30AM-1:00PM
TUE 9:30AM-1:00PM
WED 9:30AM-1:00PM
THU 9:30AM-1:00PM
FRI 9:30AM-1:00PM",28661,"English,Spanish",1088,CCS Civil Vision International,2022-03-20T00:00:48.000731,POINT (-110.254881 31.535759),-110.254881,31.535759
869,6925,Required,False,0101000020E6100000A3737E8AE36756C0F27C06D49B7B4640,2022-01-23T00:00:48.375046,26 FEB 2022 - 16 APR 2022,"1109 N. 6th Street
Wausau, WI 54403
715-842-8390
Volunteer Prepared Taxes",,29565,English,1088,"Hmong American Center, Inc.",2022-03-20T00:00:54.98516,POINT (-89.623263 44.965693),-89.623263,44.965693
874,6926,Not Required,False,0101000020E6100000861E317A6E7D56C092B245D26E944140,2022-01-23T00:00:48.623396,18 JAN 2022 - 15 APR 2022,"1005 Tilman St
Memphis, TN 38112
Volunteer Prepared Taxes","MON 12:00AM-12:00PM
TUE 12:00AM-12:00PM
WED 12:00AM-12:00PM
THU 12:00AM-12:00PM
FRI 12:00AM-12:00PM
SAT 12:00AM-12:00PM",29718,English,1088,Binghampton Mobile Free Tax Prep,2022-03-20T00:00:55.405734,POINT (-89.959868 35.159632),-89.959868,35.159632
875,7123,Required,False,0101000020E6100000ED444948A46B55C06C26DF6C730D4440,2022-01-30T00:01:00.313908,07 FEB 2022 - 31 MAR 2022,"205 West 11th Street
Anderson, IN 46016
765-000-0000
Volunteer Prepared Taxes",,29298,English,1088,Heart of Indiana United Way - Madison County,2022-03-20T00:00:57.965626,POINT (-85.681902 40.105085),-85.681902,40.105085
876,7124,Required,False,0101000020E610000064ADA1D45EF955C071917BBABAAB3E40,2022-01-30T00:01:01.341714,31 JAN 2022 - 12 APR 2022,"7361 Spanish Fort Blvd
Spanish Fort, AL 36527
251-289-1391
Volunteer Prepared Taxes",,31018,English,1088,SARPC Spanish Fort Senior Center,2022-03-20T00:00:58.970708,POINT (-87.896413 30.670818),-87.896413,30.670818
877,1713,Required,False,0101000020E61000004A287D21E4C555C02E910BCEE01B3F40,2020-01-10T19:32:30.843693,24 JAN 2022 - 15 APR 2022,"3227 Pea Ridge Rd
Brewton, AL 36426
877-246-7836
Volunteer Prepared Taxes",,1398,English,1088,AABC CAA of  Escambia County Virtual,2022-03-20T00:00:59.564284,POINT (-87.092049 31.108899),-87.092049,31.108899
878,7125,Required,False,0101000020E610000039D55A9885E354C0473B6EF8DDD44440,2022-01-30T00:01:02.612702,02 FEB 2022 - 13 APR 2022,"2149 Collingwood Blvd.
Toledo, OH 43620
419-246-4636
Volunteer Prepared Taxes",,29355,English,1088,Lutheran Social Services,2022-03-20T00:00:59.794475,POINT (-83.555029 41.663024),-83.555029,41.663024
880,7126,Required,False,0101000020E6100000DB17D00B77E354C003098A1F63D24440,2022-01-30T00:01:02.626857,03 FEB 2022 - 14 APR 2022,"505 Hamilton Street
Toledo, OH 43604
419-246-4636
Volunteer Prepared Taxes",,29301,English,1088,Pathway,2022-03-20T00:00:59.803567,POINT (-83.554141 41.64365),-83.554141,41.64365
881,3058,Not Required,False,0101000020E61000007974232C2ADB51C0967840D994E74440,2020-01-10T19:32:42.166716,24 JAN 2022 - 13 APR 2022,"131 Elmwood Ave
PO Box 73160
Providence, RI 02907
401-270-9996
Volunteer Prepared Taxes","MON 5:30PM-8:30PM
WED 5:30PM-8:30PM
SUN 9:00AM-2:00PM",9326,"Spanish,English",1088,Providence Spanish SDA Church,2022-03-20T00:01:14.095352,POINT (-71.424449 41.80923),-71.424449,41.80923
882,3062,Required,False,0101000020E6100000F7764B72C0E051C0F19F6EA0C0BB4440,2020-01-10T19:32:42.226876,31 JAN 2022 - 18 APR 2022,"1935 Kingstown Rd
Volunteer and Self-Prepared
Wakefield, RI 02879
401-515-2490
Volunteer Prepared Taxes",,3534,"English,Spanish",1088,Tri-County CAA South,2022-03-20T00:01:14.176442,POINT (-71.511746 41.466816),-71.511746,41.466816
883,4511,Required,False,0101000020E61000003D80457EFDC351C0F3599E0777254540,2020-02-25T16:47:13.427493,16 FEB 2022 - 16 APR 2022,"1353 Dorchester Ave.
Dorchester, MA 02124
617-740-2506
Volunteer Prepared Taxes",,22,"English,Portuguese,Spanish",1088,Dothouse Health,2022-03-20T00:01:14.513001,POINT (-71.062347 42.292695),-71.062347,42.292695
884,4519,Required,False,0101000020E610000016FA60191BC051C0A6EF3504C71F4540,2020-02-25T16:47:13.510489,31 JAN 2022 - 15 APR 2022,"1509 Hancock St
Quincy, MA 02169
617-657-5345
Volunteer Prepared Taxes",,60,"English,Chinese,Mandarin",1088,"Quincy Community Action Programs, Inc. (QCAP)",2022-03-20T00:01:14.577544,POINT (-71.001654 42.248261),-71.001654,42.248261
885,4524,Required,False,0101000020E61000008368AD6873BB51C0460C3B8C49D14440,2020-02-25T16:47:13.579271,01 FEB 2022 - 15 APR 2022,"166 Williams St
New Bedford, MA 02740
508-971-9277
Volunteer Prepared Taxes",,4787,"Portuguese,English,Spanish",1088,PACE New Bedford,2022-03-20T00:01:14.605703,POINT (-70.928919 41.635057),-70.928919,41.635057
886,4537,Required,False,0101000020E610000001A1F5F0658250C0F5B9DA8AFD393240,2020-02-25T16:47:13.751304,28 FEB 2022 - 18 APR 2022,"New William Miranda Marin
Building Lobby Centro de Gobierno Municipio
Centro de Gobierno
Caguas, PR 00725
787-653-8833
Volunteer Prepared Taxes",,1596,"Spanish,English",1088,Municipality of Caguas,2022-03-20T00:01:14.996082,POINT (-66.037472 18.226525),-66.037472,18.226525
891,69,Required,False,0101000020E6100000C51F459DB97A5EC0D21A834E08AB4240,2020-01-10T19:32:16.937724,01 FEB 2022 - 14 APR 2022,"1635 The Alameda
Suite 200
San Jose, CA 95126
408-261-6400
Volunteer Prepared Taxes",,21100,"English,Farsi",1088,Pars Equality Center,2022-03-20T00:00:43.071949,POINT (-121.917579 37.336191),-121.917579,37.336191
892,6851,Required,False,0101000020E61000008716D9CEF7185DC02DEE3F321DCE4540,2022-01-23T00:00:41.818227,02 FEB 2022 - 13 APR 2022,"722 E. 2nd St.
Meridian, ID 83642
208-888-4451
Volunteer Prepared Taxes",,29884,English,1088,Meridian Library District,2022-03-20T00:00:45.988322,POINT (-116.390125 43.610266),-116.390125,43.610266
893,7154,Not Required,False,0101000020E6100000B7EBA52902445AC04DD9E90775DF4340,2022-02-06T00:00:43.644096,30 JAN 2022 - 17 APR 2022,"1800 N. Harlan Street
Edgewater, CO 80214
Volunteer Prepared Taxes",SUN 10:00AM-3:00PM,29937,"English,Spanish",1088,DABC - Edgewater Town Hall,2022-03-20T00:00:48.381596,POINT (-105.062632 39.745759),-105.062632,39.745759
894,4725,Required,False,0101000020E6100000DA1F28B7ED6E58C047C8409E5D704640,2021-01-31T00:00:19.43078,24 JAN 2022 - 15 APR 2022,"116 N. Commercial
Clark, SD 57225
605-532-3722
Volunteer Prepared Taxes",,28938,English,1088,ICAP-Clark Ad Hoc,2022-03-20T00:00:49.597877,POINT (-97.733259 44.877857),-97.733259,44.877857
895,4726,Required,False,0101000020E6100000C782C2A04C6A58C0BBD6DEA7AAC84140,2021-01-31T00:00:19.488348,03 FEB 2022 - 14 APR 2022,"8230 NW Expressway
Oklahoma City, OK 73162
405-682-1990
Volunteer Prepared Taxes",,28645,English,1088,True Sky CU - NW,2022-03-20T00:00:49.705189,POINT (-97.660927 35.567708),-97.660927,35.567708
896,4732,Not Required,False,0101000020E6100000170E846401D558C0D61A4AED45203F40,2021-01-31T00:00:19.640023,01 FEB 2022 - 15 APR 2022,"401 E Commerce St.
Brady, TX 76825
Volunteer Prepared Taxes",TUE 1:00PM-4:00PM,28910,English,1088,McCulloch County Resource Center,2022-03-20T00:00:49.925703,POINT (-99.32821 31.126067),-99.32821,31.126067
897,788,Not Required,False,0101000020E610000018946934B92B58C04A7CEE04FB1D4140,2020-01-10T19:32:22.880546,15 FEB 2022 - 18 APR 2022,"202 South Capitol
Tishomingo, OK 73460
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",6670,English,1088,INCA - Johnston Virtual,2022-03-20T00:00:50.469834,POINT (-96.683179 34.234223),-96.683179,34.234223
899,7224,Required,False,0101000020E61000000FB56D18050358C0A5A487A1D5134240,2022-02-27T00:01:24.996545,04 FEB 2022 - 08 APR 2022,"19 S 49th W Ave.
Tulsa, OK 74127
918-900-0918
Volunteer Prepared Taxes",,31032,English,1088,Goodwill TR Common Good,2022-03-20T00:00:50.499074,POINT (-96.047186 36.154957),-96.047186,36.154957
901,1263,Not Required,False,0101000020E6100000C13A8E1F2A4656C0E6046D72F87A4340,2020-01-10T19:32:27.015325,24 JAN 2022 - 18 APR 2022,"517 W. Gallatin Street
Vandalia, IL 62471
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",1466,English,1088,CEFS Fayette County Outreach,2022-03-20T00:00:55.298262,POINT (-89.096321 38.960707),-89.096321,38.960707
902,1277,Not Required,False,0101000020E6100000861E317A6E7D56C092B245D26E944140,2020-01-10T19:32:27.131694,18 JAN 2022 - 14 APR 2022,"1005 Tillman Street
Memphis, TN 38112
Volunteer Prepared Taxes","MON 9:00AM-3:00PM
TUE 9:00AM-3:00PM
WED 9:00AM-3:00PM
FRI 9:00AM-3:00PM
SAT 10:00AM-3:00PM",23695,English,1088,United Way Plaza FTP,2022-03-20T00:00:55.415202,POINT (-89.959868 35.159632),-89.959868,35.159632
905,1314,Required,False,0101000020E6100000145FED28CE0656C0EA93DC6113434640,2020-01-10T19:32:27.434895,03 FEB 2022 - 19 APR 2022,"2740 West Mason Street
Green Bay, WI 54307
920-491-2655
Volunteer Prepared Taxes",,15685,English,1088,Northeast Wisconsin Technical College GB,2022-03-20T00:00:55.760084,POINT (-88.106333 44.524029),-88.106333,44.524029
907,6928,Not Required,False,0101000020E61000001EFAEE56960156C0BAD7497D59804540,2022-01-23T00:00:48.957462,01 MAR 2022 - 14 APR 2022,"9004 W Lincoln Avenue
West Allis, WI 53227
Volunteer Prepared Taxes","MON 8:30AM-4:00PM
TUE 10:30AM-6:00PM
WED 8:30AM-4:00PM
THU 10:30AM-6:00PM
FRI 8:30AM-4:00PM
SAT 8:30AM-12:00PM",29576,"English,Spanish,Virtual Interpreter Services",1088,Social Development Commission - Lincoln Ave,2022-03-20T00:00:55.805547,POINT (-88.024801 43.002731),-88.024801,43.002731
908,7127,Required,False,0101000020E610000093E2E313B2C455C0D1747632389A3E40,2022-01-30T00:01:02.666428,07 FEB 2022 - 18 APR 2022,"5988 US-90
Milton, FL 32583
850-595-5905
Volunteer Prepared Taxes",,31017,English,1088,United Way Pensacola State College - Milton VITA Site,2022-03-20T00:00:59.831454,POINT (-87.073369 30.60242),-87.073369,30.60242
909,7128,Required,False,0101000020E61000005A8121AB5BE154C0F71E2E39EED24440,2022-01-30T00:01:02.680594,01 FEB 2022 - 12 APR 2022,"704 2nd Street
Toledo, OH 43605
419-246-4636
Volunteer Prepared Taxes",,29356,English,1088,Neighborworks,2022-03-20T00:00:59.840631,POINT (-83.52122 41.647895),-83.52122,41.647895
910,7129,Required,False,0101000020E6100000F2785A7EE0BD54C0AA44D95BCAF74340,2022-01-30T00:01:03.474642,22 FEB 2022 - 31 DEC 2022,"1440 Linwood Ave
Columbus, OH 43206
614-407-9133
Volunteer Prepared Taxes",,28537,English,1088,National Tax Service VITA Site,2022-03-20T00:01:00.555282,POINT (-82.966827 39.935863),-82.966827,39.935863
911,2528,Required,False,0101000020E610000067F2CD36375554C0E8F4BC1B0BA63C40,2020-01-10T19:32:37.681267,07 FEB 2022 - 08 APR 2022,"300 Wilshire Blvd
Suite 237
Casselberry, FL 32707
407-951-5184
Volunteer Prepared Taxes",,26696,"English,Spanish,Virtual Interpreter Services",1088,Unidos por Ecuador,2022-03-20T00:01:08.768315,POINT (-81.331495 28.648607),-81.331495,28.648607
912,4935,Not Required,False,0101000020E6100000E0BE0E9C337F52C076C4211B485D4440,2021-01-31T00:00:32.276904,02 FEB 2022 - 13 APR 2022,"135 2nd Avenue
New York, NY 10003
Volunteer Prepared Taxes",WED 11:00AM-3:00PM,28698,English,1088,Single Stop USA-Ottendorfer Library,2022-03-20T00:01:11.41182,POINT (-73.987525 40.728763),-73.987525,40.728763
913,2945,Required,False,0101000020E61000004CC3F011315652C0519FE40E9B924440,2020-01-10T19:32:41.181401,01 JAN 2022 - 15 NOV 2022,"NO IN PERSON SERVICE
18 Spray Rd
Westport, CT 06880
860-590-8912
Volunteer Prepared Taxes",,26494,"English,Spanish",1088,SimplifyCT Virtual VITA,2022-03-20T00:01:13.04295,POINT (-73.346745 41.145357),-73.346745,41.145357
915,2976,Required,False,0101000020E61000009A5DF756244C52C01D1EC2F869964440,2020-01-10T19:32:41.448726,31 JAN 2022 - 11 APR 2022,"875 Broad Street
Beacon Hall Room 319
Bridgeport, CT 06604
800-203-1234
Volunteer Prepared Taxes",,8935,"Spanish,English,Sign Language",1088,Housatonic Community College,2022-03-20T00:01:13.126927,POINT (-73.189718 41.175109),-73.189718,41.175109
918,254,Required,False,0101000020E6100000EE27637C98925DC08736001B10094140,2020-01-10T19:32:18.425654,25 JAN 2022 - 15 APR 2022,"184 Bimini Place
Online Appt:  www.freetaxprepla.com
Los Angeles, CA 90004
323-909-1975
Volunteer Prepared Taxes",,25823,"English,Spanish",1088,Bresee Foundation,2022-03-20T00:00:44.455597,POINT (-118.290557 34.070804),-118.290557,34.070804
922,3272,Required,False,0101000020E6100000904FC8CEDB405CC0DD408177F2314340,2020-02-25T16:46:47.685167,01 FEB 2022 - 15 APR 2022,"400 S 100 W
Milford, UT 84751
435-421-1753
Volunteer Prepared Taxes",,4717,English,1088,EIKISI-SO-Milford Public Library Site,2022-03-20T00:00:46.001771,POINT (-113.013416 38.390212),-113.013416,38.390212
923,417,Required,False,0101000020E6100000BD6DA6423C0D5DC0B58993FB1DCE4540,2020-01-10T19:32:19.798485,02 FEB 2022 - 13 APR 2022,"715 S. Capitol Blvd.
1st Floor Auditorium
Boise, ID 83702
208-426-3461
Volunteer Prepared Taxes",,24791,"English,Chinese,Greek,Spanish",1088,BSU BPL,2022-03-20T00:00:46.03634,POINT (-116.206803 43.61029),-116.206803,43.61029
924,482,Required,False,0101000020E6100000C0266BD4430E5CC02D27A1F485BC4040,2020-01-10T19:32:20.370887,10 FEB 2022 - 16 APR 2022,"7602 W Encanto Blvd
By Appointment only
Phoenix, AZ 85035
602-534-8359
Volunteer Prepared Taxes",,18168,"English,Spanish",1088,PHX Desert Sage Library,2022-03-20T00:00:46.761578,POINT (-112.22289 33.472838),-112.22289,33.472838
925,712,Required,False,0101000020E6100000B69E211CB3F759C019E3C3EC653F4640,2020-01-10T19:32:22.261061,16 FEB 2022 - 13 APR 2022,"1200 University Ave.
Jonas Hall #205
Spearfish, SD 57799
605-642-6002
Volunteer Prepared Taxes",,10274,English,1088,Black Hills State University,2022-03-20T00:00:49.134491,POINT (-103.870307 44.495298),-103.870307,44.495298
926,3405,Not Required,False,0101000020E6100000172829B0009A58C0C72E51BD354C4140,2020-02-25T16:46:50.546015,24 JAN 2022 - 15 APR 2022,"1210 Summit Ave
Lawton, OK 73501
Volunteer Prepared Taxes","WED 10:00AM-4:00PM
THU 10:00AM-4:00PM
FRI 10:00AM-4:00PM
SAT 10:00AM-4:00PM",3887,English,1088,LGW I,2022-03-20T00:00:49.444811,POINT (-98.406292 34.59539),-98.406292,34.59539
927,3406,Required,False,0101000020E6100000077AA86DC39858C05C55F65D114C4140,2020-02-25T16:46:50.554384,31 JAN 2022 - 15 APR 2022,"#2 SE Lee Blvd, Ste 200
Lawton, OK 73501
580-353-2364
Volunteer Prepared Taxes",,3885,English,1088,Great Plains Improvement Foundation Inc,2022-03-20T00:00:49.453634,POINT (-98.386928 34.59428),-98.386928,34.59428
928,3408,Not Required,False,0101000020E6100000D02A33A5F55558C07044F7AC6B064340,2020-02-25T16:46:50.59172,07 FEB 2022 - 11 APR 2022,"720 N Oak St.
Newton, KS 67114
Volunteer Prepared Taxes","WED 9:30AM-5:00PM
THU 4:00PM-8:00PM
SAT 9:30AM-12:30PM",9660,English,1088,Newton Public Library,2022-03-20T00:00:49.490336,POINT (-97.343118 38.050161),-97.343118,38.050161
929,4735,Required,False,0101000020E61000008C9FC6BDF92558C087DBA16131064640,2021-01-31T00:00:19.769362,24 JAN 2022 - 15 APR 2022,"112 E. Pipestone
Flandreau, SD 57028
605-997-2824
Volunteer Prepared Taxes",,28957,English,1088,ICAP-Flandreau Ad Hoc,2022-03-20T00:00:50.129246,POINT (-96.593368 44.048382),-96.593368,44.048382
930,3444,Required,False,0101000020E610000024607479733358C0EF1B5F7B662B4240,2020-02-25T16:46:51.034476,14 FEB 2022 - 15 APR 2022,"501 6th Street
Pawnee, OK 74058
918-762-3041
Volunteer Prepared Taxes",,10820,English,1088,UCAP Pawnee,2022-03-20T00:00:50.139606,POINT (-96.803923 36.339065),-96.803923,36.339065
931,7225,Required,False,0101000020E61000005F28603B180358C04E9A0645F3124240,2022-02-27T00:01:25.005187,01 FEB 2022 - 13 APR 2022,"5000 Charles Page Blvd.
Tulsa, OK 74127
918-900-0918
Volunteer Prepared Taxes",,31037,English,1088,Goodwill TR Neighbors,2022-03-20T00:00:50.515156,POINT (-96.048354 36.148049),-96.048354,36.148049
932,1288,Required,False,0101000020E61000004D327216F62756C08C2B2E8ECA6F4640,2020-01-10T19:32:27.222509,24 JAN 2022 - 15 APR 2022,"N559 Library Road
PO Box 910
Keshena, WI 54135
715-799-5139
Volunteer Prepared Taxes",,6581,English,1088,Menominee - Department of Lending and Tribal Taxes,2022-03-20T00:00:55.505823,POINT (-88.624395 44.873369),-88.624395,44.873369
933,1369,Required,False,0101000020E610000052F17F4754EA55C07313B534B7D64440,2020-01-10T19:32:27.906637,29 JAN 2022 - 09 APR 2022,"11901 South Ashland
Chicago, IL 60643
224-888-1404
Volunteer Prepared Taxes",,4115,English,1088,Christ Universal Temple,2022-03-20T00:00:56.335169,POINT (-87.661394 41.677466),-87.661394,41.677466
934,6929,Not Required,False,0101000020E610000062BCE6559DA056C014967840D97C3E40,2022-01-23T00:00:49.496058,18 JAN 2022 - 22 APR 2022,"13196 Old Baton Rouge Hwy
Hammond, LA 70403
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM",29897,English,1088,ABCSLA:UW North Shore-Redemption Christian Center-Ad Hoc,2022-03-20T00:00:56.590095,POINT (-90.509603 30.48769),-90.509603,30.48769
