ZCTA5,City,State,County,Org ID,United Way,#e-filed returns
26101,Parkersburg,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,17.0
26104,Parkersburg,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,6.0
26105,Vienna,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,3.0
26133,Belleville,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,3.0
26137,Big Springs,WV,Calhoun,52170F,United Way Alliance of the Mid-Ohio Valley,3.0
26149,Middlebourne,WV,Tyler,52240U,United Way of the Upper Ohio Valley,1.0
26150,Mineral Wells,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,1.0
26155,New Martinsville,WV,Wetzel,52240U,United Way of the Upper Ohio Valley,6.0
26164,Ravenswood,WV,Jackson,52170F,United Way Alliance of the Mid-Ohio Valley,8.0
26170,Saint Marys,WV,Pleasants,52170F,United Way Alliance of the Mid-Ohio Valley,24.0
26181,Washington,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,1.0
26184,Waverly,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,2.0
26187,Williamstown,WV,Wood,52170F,United Way Alliance of the Mid-Ohio Valley,1.0
26201,Buckhannon,WV,Upshur,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",52.0
26205,Craigsville,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",1.0
26206,Cowen,WV,Webster,52001F,"United Way of Southern West Virginia, Inc.",1.0
26209,Snowshoe,WV,Pocahontas,52116F,United Way of Greenbrier Valley,1.0
26217,Diana,WV,Webster,52080F,United Way of Randolph County,5.0
26218,French Creek,WV,Upshur,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",6.0
26222,Hacker Valley,WV,Webster,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",1.0
26234,Rock Cave,WV,Upshur,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",1.0
26238,Volga,WV,Barbour,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",4.0
26241,Elkins,WV,Randolph,52080F,United Way of Randolph County,31.0
26250,Belington,WV,Barbour,52080F,United Way of Randolph County,24.0
26253,Beverly,WV,Randolph,52080F,United Way of Randolph County,16.0
26254,Bowden,WV,Randolph,52080F,United Way of Randolph County,2.0
26257,Coalton,WV,Randolph,52080F,United Way of Randolph County,1.0
26259,Dailey,WV,Randolph,52080F,United Way of Randolph County,4.0
26260,Davis,WV,Tucker,52080F,United Way of Randolph County,1.0
26261,Richwood,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26263,Dryfork,WV,Randolph,52080F,United Way of Randolph County,2.0
26266,Upperglade,WV,Webster,52001F,"United Way of Southern West Virginia, Inc.",1.0
26269,Hambleton,WV,Tucker,52080F,United Way of Randolph County,3.0
26270,Harman,WV,Randolph,52080F,United Way of Randolph County,2.0
26271,Hendricks,WV,Tucker,52080F,United Way of Randolph County,1.0
26273,Huttonsville,WV,Randolph,52080F,United Way of Randolph County,31.0
26276,Kerens,WV,Tucker,52080F,United Way of Randolph County,2.0
26278,Mabie,WV,Randolph,52080F,United Way of Randolph County,3.0
26280,Mill Creek,WV,Randolph,52080F,United Way of Randolph County,51.0
26282,Monterville,WV,Randolph,52080F,United Way of Randolph County,3.0
26283,Montrose,WV,Randolph,52080F,United Way of Randolph County,12.0
26287,Parsons,WV,Tucker,52140U,United Way of Monongalia & Preston Counties,11.0
26288,Webster Springs,WV,Webster,52080F,United Way of Randolph County,36.0
26291,Slatyfork,WV,Pocahontas,52116F,United Way of Greenbrier Valley,1.0
26292,Thomas,WV,Tucker,52140U,United Way of Monongalia & Preston Counties,1.0
26293,Valley Bend,WV,Randolph,52080F,United Way of Randolph County,11.0
26294,Valley Head,WV,Randolph,52080F,United Way of Randolph County,7.0
26298,Bergoo,WV,Webster,52080F,United Way of Randolph County,1.0
26301,Clarksburg,WV,Harrison,52060F,"United Way of Harrison County, Inc.",16.0
26330,Bridgeport,WV,Harrison,52060F,"United Way of Harrison County, Inc.",9.0
26335,Burnsville,WV,Braxton,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",6.0
26338,Camden,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",1.0
26339,Center Point,WV,Doddridge,52060F,"United Way of Harrison County, Inc.",1.0
26342,Coxs Mills,WV,Gilmer,52170F,United Way Alliance of the Mid-Ohio Valley,2.0
26346,Ellenboro,WV,Ritchie,52170F,United Way Alliance of the Mid-Ohio Valley,2.0
26347,Flemington,WV,Taylor,52060F,"United Way of Harrison County, Inc.",8.0
26351,Glenville,WV,Gilmer,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",12.0
26354,Grafton,WV,Taylor,52060F,"United Way of Harrison County, Inc.",32.0
26372,Horner,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",1.0
26374,Independence,WV,Preston,52140U,United Way of Monongalia & Preston Counties,3.0
26378,Jane Lew,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",16.0
26384,Linn,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",4.0
26385,Lost Creek,WV,Harrison,52060F,"United Way of Harrison County, Inc.",7.0
26410,Newburg,WV,Preston,52140U,United Way of Monongalia & Preston Counties,1.0
26412,Orlando,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",6.0
26415,Pennsboro,WV,Ritchie,52170F,United Way Alliance of the Mid-Ohio Valley,3.0
26416,Philippi,WV,Barbour,52060F,"United Way of Harrison County, Inc.",19.0
26425,Rowlesburg,WV,Preston,52140U,United Way of Monongalia & Preston Counties,1.0
26426,Salem,WV,Harrison,52060F,"United Way of Harrison County, Inc.",6.0
26431,Shinnston,WV,Harrison,52060F,"United Way of Harrison County, Inc.",12.0
26444,Tunnelton,WV,Preston,52140U,United Way of Monongalia & Preston Counties,10.0
26452,Weston,WV,Lewis,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",21.0
26456,West Union,WV,Doddridge,52060F,"United Way of Harrison County, Inc.",6.0
26501,Morgantown,WV,Monongalia,52140U,United Way of Monongalia & Preston Counties,23.0
26505,Morgantown,WV,Monongalia,52140U,United Way of Monongalia & Preston Counties,35.0
26508,Morgantown,WV,Monongalia,52140U,United Way of Monongalia & Preston Counties,28.0
26519,Albright,WV,Preston,52140U,United Way of Monongalia & Preston Counties,2.0
26525,Bruceton Mills,WV,Preston,52140U,United Way of Monongalia & Preston Counties,5.0
26534,Granville,WV,Monongalia,52140U,United Way of Monongalia & Preston Counties,2.0
26537,Kingwood,WV,Preston,52140U,United Way of Monongalia & Preston Counties,10.0
26541,Maidsville,WV,Monongalia,52140U,United Way of Monongalia & Preston Counties,2.0
26542,Masontown,WV,Preston,52140U,United Way of Monongalia & Preston Counties,4.0
26547,Reedsville,WV,Preston,52140U,United Way of Monongalia & Preston Counties,7.0
26554,Fairmont,WV,Marion,52090F,United Way of Marion County,224.0
26570,Fairview,WV,Marion,52090F,United Way of Marion County,4.0
26571,Farmington,WV,Marion,52090F,United Way of Marion County,4.0
26574,Grant Town,WV,Marion,52090F,United Way of Marion County,2.0
26576,Idamay,WV,Marion,52090F,United Way of Marion County,1.0
26582,Mannington,WV,Marion,52090F,United Way of Marion County,8.0
26588,Rivesville,WV,Marion,52090F,United Way of Marion County,12.0
26591,Worthington,WV,Marion,52090F,United Way of Marion County,8.0
26601,Sutton,WV,Braxton,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",2.0
26610,Birch River,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26617,Dille,WV,Clay,52040F,United Way of Central West Virginia,2.0
26621,Flatwoods,WV,Braxton,52230F,"United Way of Gilmer, Lewis and Upshur, Inc.",1.0
26623,Frametown,WV,Braxton,52080F,United Way of Randolph County,1.0
26624,Gassaway,WV,Braxton,52080F,United Way of Randolph County,3.0
26629,Little Birch,WV,Braxton,52080F,United Way of Randolph County,2.0
26636,Rosedale,WV,Gilmer,52080F,United Way of Randolph County,3.0
26651,Summersville,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26662,Canvas,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26679,Mount Nebo,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",1.0
26681,Nettie,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26684,Pool,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",1.0
26690,Swiss,WV,Nicholas,52001F,"United Way of Southern West Virginia, Inc.",2.0
26704,Augusta,WV,Hampshire,52185F,United Way of Hampshire County,3.0
26705,Aurora,WV,Preston,52140U,United Way of Monongalia & Preston Counties,1.0
26711,Capon Bridge,WV,Hampshire,52185F,United Way of Hampshire County,1.0
26716,Eglon,WV,Preston,52140U,United Way of Monongalia & Preston Counties,1.0
26726,Keyser,WV,Mineral,52115F,United Way of Mineral County,12.0
26753,Ridgeley,WV,Mineral,52115F,United Way of Mineral County,3.0
26757,Romney,WV,Hampshire,52185F,United Way of Hampshire County,3.0
26764,Terra Alta,WV,Preston,52140U,United Way of Monongalia & Preston Counties,8.0
26767,Wiley Ford,WV,Mineral,52115F,United Way of Mineral County,1.0
26807,Franklin,WV,Pendleton,52116F,United Way of Greenbrier Valley,3.0
26808,High View,WV,Hampshire,52185F,United Way of Hampshire County,1.0
26836,Moorefield,WV,Hardy,50270F,"United Way of Harrisonburg and Rockingham Co., Inc.",3.0
26847,Petersburg,WV,Grant,50270F,"United Way of Harrisonburg and Rockingham Co., Inc.",2.0
26851,Wardensville,WV,Hardy,50560F,United Way of Northern Shenandoah Valley,2.0
26855,Cabins,WV,Grant,52080F,United Way of Randolph County,2.0
27006,Advance,NC,Davie,35020F,"Davie County United Way, Inc.",7.0
27009,Belews Creek,NC,Forsyth,35730F,United Way of Forsyth County,8.0
27011,Boonville,NC,Yadkin,35730F,United Way of Forsyth County,3.0
27012,Clemmons,NC,Forsyth,35730F,United Way of Forsyth County,24.0
27013,Cleveland,NC,Rowan,35530F,Rowan County United Way,6.0
27018,East Bend,NC,Yadkin,35730F,United Way of Forsyth County,5.0
27019,Germanton,NC,Stokes,35730F,United Way of Forsyth County,8.0
27021,King,NC,Stokes,35730F,United Way of Forsyth County,22.0
27023,Lewisville,NC,Forsyth,35730F,United Way of Forsyth County,6.0
27025,Madison,NC,Rockingham,35500F,United Way of Rockingham County,20.0
27027,Mayodan,NC,Rockingham,35500F,United Way of Rockingham County,4.0
27028,Mocksville,NC,Davie,35020F,"Davie County United Way, Inc.",38.0
27030,Mount Airy,NC,Surry,35730F,United Way of Forsyth County,12.0
27040,Pfafftown,NC,Forsyth,35730F,United Way of Forsyth County,18.0
27041,Pilot Mountain,NC,Surry,35730F,United Way of Forsyth County,10.0
27043,Pinnacle,NC,Stokes,35730F,United Way of Forsyth County,12.0
27045,Rural Hall,NC,Forsyth,35730F,United Way of Forsyth County,38.0
27046,Sandy Ridge,NC,Stokes,35730F,United Way of Forsyth County,1.0
27048,Stoneville,NC,Rockingham,35500F,United Way of Rockingham County,2.0
27050,Tobaccoville,NC,Forsyth,35730F,United Way of Forsyth County,8.0
27051,Walkertown,NC,Forsyth,35730F,United Way of Forsyth County,8.0
27052,Walnut Cove,NC,Stokes,35730F,United Way of Forsyth County,22.0
27053,Westfield,NC,Surry,35730F,United Way of Forsyth County,2.0
27055,Yadkinville,NC,Yadkin,35730F,United Way of Forsyth County,27.0
27101,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,30.0
27103,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,46.0
27104,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,26.0
27105,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,82.0
27106,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,51.0
27107,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,168.0
27110,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,4.0
27127,Winston Salem,NC,Forsyth,35730F,United Way of Forsyth County,121.0
27203,Asheboro,NC,Randolph,35008F,"United Way of Randolph County, Inc.",17.0
27205,Asheboro,NC,Randolph,35008F,"United Way of Randolph County, Inc.",11.0
27208,Bennett,NC,Chatham,35465F,"United Way of Chatham County, Inc.",3.0
27212,Blanch,NC,Caswell,35220U,United Way of Greater Greensboro,1.0
27214,Browns Summit,NC,Guilford,35220U,United Way of Greater Greensboro,16.0
27215,Burlington,NC,Alamance,35070U,"United Way of Alamance County, Inc.",56.0
27217,Burlington,NC,Alamance,35070U,"United Way of Alamance County, Inc.",46.0
27233,Climax,NC,Randolph,35220U,United Way of Greater Greensboro,2.0
27239,Denton,NC,Davidson,35350F,"United Way of Davidson County, Inc.",4.0
27242,Eagle Springs,NC,Moore,35580F,United Way of Moore County,2.0
27243,Efland,NC,Orange,35480F,"United Way of the Greater Triangle, Inc.",3.0
27244,Elon,NC,Alamance,35070U,"United Way of Alamance County, Inc.",30.0
27248,Franklinville,NC,Randolph,35008F,"United Way of Randolph County, Inc.",2.0
27249,Gibsonville,NC,Guilford,35070U,"United Way of Alamance County, Inc.",40.0
27253,Graham,NC,Alamance,35070U,"United Way of Alamance County, Inc.",25.0
27258,Haw River,NC,Alamance,35070U,"United Way of Alamance County, Inc.",8.0
27260,High Point,NC,Guilford,35280U,"United Way of Greater High Point, Inc.",20.0
27262,High Point,NC,Guilford,35280U,"United Way of Greater High Point, Inc.",24.0
27263,High Point,NC,Randolph,35280U,"United Way of Greater High Point, Inc.",12.0
27265,High Point,NC,Guilford,35280U,"United Way of Greater High Point, Inc.",48.0
27278,Hillsborough,NC,Orange,35480F,"United Way of the Greater Triangle, Inc.",14.0
27282,Jamestown,NC,Guilford,35280U,"United Way of Greater High Point, Inc.",6.0
27284,Kernersville,NC,Forsyth,35730F,United Way of Forsyth County,69.0
27288,Eden,NC,Rockingham,35500F,United Way of Rockingham County,5.0
27292,Lexington,NC,Davidson,35350F,"United Way of Davidson County, Inc.",71.0
27295,Lexington,NC,Davidson,35350F,"United Way of Davidson County, Inc.",39.0
27298,Liberty,NC,Randolph,35008F,"United Way of Randolph County, Inc.",16.0
27299,Linwood,NC,Davidson,35350F,"United Way of Davidson County, Inc.",9.0
27301,McLeansville,NC,Guilford,35220U,United Way of Greater Greensboro,7.0
27302,Mebane,NC,Alamance,35070U,"United Way of Alamance County, Inc.",39.0
27310,Oak Ridge,NC,Guilford,35220U,United Way of Greater Greensboro,3.0
27311,Pelham,NC,Caswell,35500F,United Way of Rockingham County,2.0
27312,Pittsboro,NC,Chatham,35465F,"United Way of Chatham County, Inc.",8.0
27313,Pleasant Garden,NC,Guilford,35220U,United Way of Greater Greensboro,2.0
27314,Prospect Hill,NC,Caswell,35480F,"United Way of the Greater Triangle, Inc.",1.0
27315,Providence,NC,Caswell,35220U,United Way of Greater Greensboro,1.0
27316,Ramseur,NC,Randolph,35008F,"United Way of Randolph County, Inc.",1.0
27317,Randleman,NC,Randolph,35008F,"United Way of Randolph County, Inc.",10.0
27320,Reidsville,NC,Rockingham,35500F,United Way of Rockingham County,60.0
27326,Ruffin,NC,Rockingham,35500F,United Way of Rockingham County,2.0
27330,Sanford,NC,Lee,35550F,"United Way of Lee County, Inc.",81.0
27332,Sanford,NC,Lee,35550F,"United Way of Lee County, Inc.",22.0
27340,Saxapahaw,NC,Alamance,35070U,"United Way of Alamance County, Inc.",1.0
27341,Seagrove,NC,Randolph,35008F,"United Way of Randolph County, Inc.",3.0
27343,Semora,NC,Person,35525F,Person County United Way,4.0
27344,Siler City,NC,Chatham,35465F,"United Way of Chatham County, Inc.",22.0
27349,Snow Camp,NC,Alamance,35465F,"United Way of Chatham County, Inc.",6.0
27350,Sophia,NC,Randolph,35008F,"United Way of Randolph County, Inc.",3.0
27357,Stokesdale,NC,Rockingham,35220U,United Way of Greater Greensboro,3.0
27358,Summerfield,NC,Guilford,35220U,United Way of Greater Greensboro,2.0
27360,Thomasville,NC,Davidson,35350F,"United Way of Davidson County, Inc.",57.0
27370,Trinity,NC,Randolph,35280U,"United Way of Greater High Point, Inc.",10.0
27376,West End,NC,Moore,35580F,United Way of Moore County,1.0
27377,Whitsett,NC,Guilford,35220U,United Way of Greater Greensboro,4.0
27379,Yanceyville,NC,Caswell,35500F,United Way of Rockingham County,3.0
27401,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,19.0
27403,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,30.0
27405,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,36.0
27406,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,34.0
27407,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,28.0
27408,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,17.0
27409,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,22.0
27410,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,34.0
27455,Greensboro,NC,Guilford,35220U,United Way of Greater Greensboro,14.0
27501,Angier,NC,Harnett,35115F,United Way of Harnett County,9.0
27502,Apex,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",12.0
27504,Benson,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",14.0
27505,Broadway,NC,Harnett,35550F,"United Way of Lee County, Inc.",8.0
27507,Bullock,NC,Granville,35455F,Granville County United Way,2.0
27509,Butner,NC,Granville,35455F,Granville County United Way,2.0
27510,Carrboro,NC,Orange,35480F,"United Way of the Greater Triangle, Inc.",58.0
27511,Cary,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",11.0
27513,Cary,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",29.0
27514,Chapel Hill,NC,Orange,35465F,"United Way of Chatham County, Inc.",30.0
27516,Chapel Hill,NC,Orange,35480F,"United Way of the Greater Triangle, Inc.",58.0
27517,Chapel Hill,NC,Chatham,35480F,"United Way of the Greater Triangle, Inc.",138.0
27518,Cary,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",10.0
27519,Cary,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",24.0
27520,Clayton,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",26.0
27522,Creedmoor,NC,Granville,35455F,Granville County United Way,16.0
27523,Apex,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",10.0
27525,Franklinton,NC,Franklin,35363F,"United Way of Franklin County, Inc.",2.0
27526,Fuquay Varina,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",22.0
27527,Clayton,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",3.0
27529,Garner,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",30.0
27530,Goldsboro,NC,Wayne,35200F,United Way of Wayne County,5.0
27534,Goldsboro,NC,Wayne,35200F,United Way of Wayne County,6.0
27536,Henderson,NC,Vance,35250F,United Way of Vance County,10.0
27537,Henderson,NC,Vance,35250F,United Way of Vance County,24.0
27539,Apex,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",5.0
27540,Holly Springs,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",33.0
27541,Hurdle Mills,NC,Person,35480F,"United Way of the Greater Triangle, Inc.",3.0
27542,Kenly,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",6.0
27545,Knightdale,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",13.0
27546,Lillington,NC,Harnett,35115F,United Way of Harnett County,4.0
27549,Louisburg,NC,Franklin,35363F,"United Way of Franklin County, Inc.",4.0
27557,Middlesex,NC,Nash,35520U,United Way Tar River Region,3.0
27560,Morrisville,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",32.0
27563,Norlina,NC,Warren,35250F,United Way of Vance County,2.0
27565,Oxford,NC,Granville,35455F,Granville County United Way,51.0
27571,Rolesville,NC,Wake,35363F,"United Way of Franklin County, Inc.",1.0
27572,Rougemont,NC,Orange,35480F,"United Way of the Greater Triangle, Inc.",8.0
27573,Roxboro,NC,Person,35525F,Person County United Way,4.0
27574,Roxboro,NC,Person,35525F,Person County United Way,2.0
27576,Selma,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",5.0
27577,Smithfield,NC,Johnston,35480F,"United Way of the Greater Triangle, Inc.",4.0
27583,Timberlake,NC,Person,35480F,"United Way of the Greater Triangle, Inc.",4.0
27587,Wake Forest,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",48.0
27591,Wendell,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",6.0
27592,Willow Spring,NC,Wake,35115F,United Way of Harnett County,12.0
27596,Youngsville,NC,Franklin,35363F,"United Way of Franklin County, Inc.",12.0
27597,Zebulon,NC,Wake,35363F,"United Way of Franklin County, Inc.",56.0
27601,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",5.0
27603,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",48.0
27604,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",24.0
27605,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",15.0
27606,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",48.0
27607,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",21.0
27608,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",4.0
27609,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",18.0
27610,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",22.0
27612,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",26.0
27613,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",30.0
27614,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",11.0
27615,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",11.0
27616,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",25.0
27617,Raleigh,NC,Wake,35480F,"United Way of the Greater Triangle, Inc.",26.0
27701,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",24.0
27703,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",42.0
27704,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",19.0
27705,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",52.0
27707,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",42.0
27709,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",1.0
27712,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",2.0
27713,Durham,NC,Durham,35480F,"United Way of the Greater Triangle, Inc.",50.0
27801,Rocky Mount,NC,Edgecombe,35520U,United Way Tar River Region,2.0
27803,Rocky Mount,NC,Nash,35520U,United Way Tar River Region,3.0
27804,Rocky Mount,NC,Nash,35520U,United Way Tar River Region,2.0
27805,Aulander,NC,Bertie,35520U,United Way Tar River Region,8.0
27807,Bailey,NC,Nash,35520U,United Way Tar River Region,14.0
27812,Bethel,NC,Pitt,35230F,United Way of Pitt County,3.0
27813,Black Creek,NC,Wilson,35720F,"United Way of Wilson County, Inc.",1.0
27817,Chocowinity,NC,Beaufort,35680F,Beaufort County United Way,1.0
27822,Elm City,NC,Wilson,35720F,"United Way of Wilson County, Inc.",33.0
27823,Enfield,NC,Halifax,35510F,"Roanoke Valley United Way, Inc.",3.0
27832,Gaston,NC,Northampton,35510F,"Roanoke Valley United Way, Inc.",1.0
27834,Greenville,NC,Pitt,35230F,United Way of Pitt County,55.0
27839,Halifax,NC,Halifax,35510F,"Roanoke Valley United Way, Inc.",1.0
27844,Hollister,NC,Halifax,35510F,"Roanoke Valley United Way, Inc.",2.0
27847,Kelford,NC,Bertie,35520U,United Way Tar River Region,1.0
27849,Lewiston Woodville,NC,Bertie,35520U,United Way Tar River Region,2.0
27851,Lucama,NC,Wilson,35720F,"United Way of Wilson County, Inc.",9.0
27855,Murfreesboro,NC,Hertford,35160F,"Albemarle Area United Way, Inc.",10.0
27856,Nashville,NC,Nash,35520U,United Way Tar River Region,7.0
27858,Greenville,NC,Pitt,35230F,United Way of Pitt County,16.0
27863,Pikeville,NC,Wayne,35200F,United Way of Wayne County,6.0
27869,Rich Square,NC,Northampton,35520U,United Way Tar River Region,1.0
27870,Roanoke Rapids,NC,Halifax,35510F,"Roanoke Valley United Way, Inc.",2.0
27871,Robersonville,NC,Martin,35230F,United Way of Pitt County,6.0
27874,Scotland Neck,NC,Halifax,35520U,United Way Tar River Region,5.0
27880,Sims,NC,Wilson,35720F,"United Way of Wilson County, Inc.",6.0
27882,Spring Hope,NC,Nash,35363F,"United Way of Franklin County, Inc.",14.0
27883,Stantonsburg,NC,Wilson,35720F,"United Way of Wilson County, Inc.",6.0
27884,Stokes,NC,Pitt,35230F,United Way of Pitt County,1.0
27886,Tarboro,NC,Edgecombe,35520U,United Way Tar River Region,18.0
27888,Walstonburg,NC,Wilson,35720F,"United Way of Wilson County, Inc.",12.0
27889,Washington,NC,Beaufort,35680F,Beaufort County United Way,2.0
27891,Whitakers,NC,Nash,35520U,United Way Tar River Region,6.0
27893,Wilson,NC,Wilson,35720F,"United Way of Wilson County, Inc.",30.0
27896,Wilson,NC,Wilson,35720F,"United Way of Wilson County, Inc.",20.0
27909,Elizabeth City,NC,Pasquotank,35160F,"Albemarle Area United Way, Inc.",18.0
27910,Ahoskie,NC,Hertford,35160F,"Albemarle Area United Way, Inc.",50.0
27917,Barco,NC,Currituck,35160F,"Albemarle Area United Way, Inc.",1.0
27921,Camden,NC,Camden,35160F,"Albemarle Area United Way, Inc.",2.0
27922,Cofield,NC,Hertford,35160F,"Albemarle Area United Way, Inc.",2.0
27924,Colerain,NC,Bertie,35160F,"Albemarle Area United Way, Inc.",6.0
27932,Edenton,NC,Chowan,35160F,"Albemarle Area United Way, Inc.",1.0
27936,Frisco,NC,Dare,35160F,"Albemarle Area United Way, Inc.",1.0
27938,Gatesville,NC,Gates,35160F,"Albemarle Area United Way, Inc.",2.0
27942,Harrellsville,NC,Hertford,35160F,"Albemarle Area United Way, Inc.",1.0
27944,Hertford,NC,Perquimans,35160F,"Albemarle Area United Way, Inc.",1.0
27948,Kill Devil Hills,NC,Dare,35160F,"Albemarle Area United Way, Inc.",3.0
27949,Kitty Hawk,NC,Dare,35160F,"Albemarle Area United Way, Inc.",1.0
27958,Moyock,NC,Currituck,35160F,"Albemarle Area United Way, Inc.",2.0
27962,Plymouth,NC,Washington,35680F,Beaufort County United Way,1.0
27967,Powellsville,NC,Bertie,35160F,"Albemarle Area United Way, Inc.",1.0
27970,Roper,NC,Washington,35160F,"Albemarle Area United Way, Inc.",1.0
27973,Shawboro,NC,Camden,35160F,"Albemarle Area United Way, Inc.",4.0
27976,South Mills,NC,Camden,50330F,United Way of South Hampton Roads,3.0
27983,Windsor,NC,Bertie,35160F,"Albemarle Area United Way, Inc.",4.0
27986,Winton,NC,Hertford,35160F,"Albemarle Area United Way, Inc.",4.0
28001,Albemarle,NC,Stanly,35006F,"United Way of Stanly County, Inc.",2.0
28007,Ansonville,NC,Anson,35110U,"United Way of Central Carolinas, Inc.",1.0
28012,Belmont,NC,Gaston,35190U,"United Way of Gaston County, Inc.",10.0
28016,Bessemer City,NC,Gaston,35190U,"United Way of Gaston County, Inc.",2.0
28017,Boiling Springs,NC,Cleveland,35560F,"United Way of Cleveland County, Inc.",1.0
28020,Casar,NC,Cleveland,35560F,"United Way of Cleveland County, Inc.",4.0
28023,China Grove,NC,Rowan,35530F,Rowan County United Way,2.0
28025,Concord,NC,Cabarrus,35110U,"United Way of Central Carolinas, Inc.",11.0
