"county_name","state_name","Full FIPS Code","#e-filed returns","United Way","Any e-filed returns","STATEFP","COUNTYFP","id","appointment_info","created_at","dates","details","hours","irs_id","languages","name","updated_at","longitude","latitude"
"LaGrange County","Indiana","18087",10.0,"United Way of Noble County, Inc., Steuben County United Way, Inc., United Way of Elkhart County, Inc.","Yes","","","","","","","","","","","","","",""
"Rush County","Indiana","18139",130.0,"United Way of Bartholomew County, United Way of Central Indiana, United Way of Fayette County, Inc., United Way of Delaware County, Inc.","Yes","","","","","","","","","","","","","",""
"Boone County","Indiana","18011",183.0,"United Way for Clinton County, Inc., United Way of Central Indiana, United Way of Danville Area, Inc.","Yes",18.0,11.0,4991.0,"Not Required","2021-02-14T00:00:29.664698","19 FEB 2022 - 04 APR 2022","104 E. Washington St.
Lebanon, IN 46052
765-482-2161
Volunteer Prepared Taxes","TUE 10:00AM-7:00PM
THU 10:00AM-7:00PM
SAT 10:00AM-2:00PM",25217.0,"English,Virtual Interpreter Services","LEBANON PUBLIC LIBRARY - VITA","2022-03-20T00:00:57.14285",-86.467996,40.048466
"Gogebic County","Michigan","26053",5.0,"Gogebic Range United Way","Yes","","","","","","","","","","","","","",""
"Meeker County","Minnesota","27093",35.0,"United Way of McLeod County, United Way of Central Minnesota","Yes",27.0,93.0,6898.0,"Required","2022-01-23T00:00:45.608494","26 JAN 2022 - 13 APR 2022","120 N. Sibley Ave.
Litchfield, MN 55355
507-476-9283
Volunteer Prepared Taxes","",29688.0,"English,Spanish","UCAP Litchfield - Intake","2022-03-20T00:00:51.881394",-94.528131,45.126606
"Rice County","Minnesota","27131",81.0,"Northfield Area United Way, United Way of Faribault, Inc., Greater Twin Cities United Way","Yes","","","","","","","","","","","","","",""
"Red Lake County","Minnesota","27125",6.0,"United Way of Crookston, Inc.","Yes","","","","","","","","","","","","","",""
"Clay County","Minnesota","27027",64.0,"United Way of Becker County, United Way of Cass-Clay","Yes",27.0,27.0,790.0,"Required","2020-01-10T19:32:22.896216","02 FEB 2022 - 13 APR 2022","104 N. Front St
Barnesville, MN 56514
218-512-1500
Volunteer Prepared Taxes","",22444.0,"English","CAPLP Barnesville Site - Ad Hoc","2022-03-20T00:00:50.542417",-96.420052,46.653351
"Clay County","Minnesota","27027",64.0,"United Way of Becker County, United Way of Cass-Clay","Yes",27.0,27.0,804.0,"Required","2020-01-10T19:32:23.004395","02 FEB 2022 - 13 APR 2022","421 5th St.
Hawley, MN 56549
218-512-1500
Volunteer Prepared Taxes","",22440.0,"English","CAPLP Hawley Site","2022-03-20T00:00:50.711613",-96.315325,46.88122
"Clay County","Minnesota","27027",64.0,"United Way of Becker County, United Way of Cass-Clay","Yes",27.0,27.0,774.0,"Not Required","2020-01-10T19:32:22.769025","01 FEB 2022 - 14 APR 2022","891 Belsly Blvd.
Moorhead, MN 56560
218-512-1500
Volunteer Prepared Taxes","MON 5:00PM-7:00PM
TUE 5:00PM-7:00PM
THU 10:00AM-3:00PM",2104.0,"English","CAPLP Moorhead Site","2022-03-20T00:00:50.297768",-96.762593,46.882879
"Fillmore County","Minnesota","27045",58.0,"United Way of Olmsted County, Inc., United Way of Winneshiek County, United Way of Mower County, Inc.","Yes",27.0,45.0,4794.0,"Required","2021-01-31T00:00:22.289286","05 FEB 2022 - 12 APR 2022","503 Parkway Ave South
Lanesboro, MN 55949
507-458-3005
Volunteer Prepared Taxes","",28565.0,"English","Sylvan Manor - VITA","2022-03-20T00:00:53.21955",-91.976816,43.716472
"Polk County","Minnesota","27119",24.0,"United Way of Grand Forks, East Grand Forks and Area, United Way of Becker County, United Way of Crookston, Inc.","Yes","","","","","","","","","","","","","",""
"Sibley County","Minnesota","27143",23.0,"United Way of McLeod County, United Way of the Brown County Area, Inc., Greater Mankato Area United Way, Inc., Greater Twin Cities United Way","Yes","","","","","","","","","","","","","",""
"Watonwan County","Minnesota","27165",30.0,"Greater Mankato Area United Way, Inc., United Way of the Brown County Area, Inc., United Way of Fairmont, Inc.","Yes","","","","","","","","","","","","","",""
"Big Stone County","Minnesota","27011","","","","","","","","","","","","","","","","",""
"Cass County","Minnesota","27021",29.0,"Crow Wing County United Way, Morrison County United Way, United Way of Otter Tail & Wadena Counties","Yes","","","","","","","","","","","","","",""
"Hubbard County","Minnesota","27057",55.0,"Crow Wing County United Way, United Way of Otter Tail & Wadena Counties, United Way of Bemidji Area","Yes","","","","","","","","","","","","","",""
"Martin County","Minnesota","27091",8.0,"Greater Mankato Area United Way, Inc., United Way of Fairmont, Inc.","Yes","","","","","","","","","","","","","",""
"Nobles County","Minnesota","27105",2.0,"United Way of Nobles County","Yes",27.0,105.0,6887.0,"Required","2022-01-23T00:00:44.478648","25 JAN 2022 - 11 APR 2022","1039 Oxford St.
Ste. 1
Worthington, MN 56187
507-476-9283
Volunteer Prepared Taxes","",29686.0,"English,Spanish","UCAP Worthington - Intake","2022-03-20T00:00:50.489384",-95.601741,43.631207
"Sherburne County","Minnesota","27141",121.0,"Sherburne County Area United Way, United Way of Central Minnesota","Yes",27.0,141.0,6904.0,"Required","2022-01-23T00:00:45.96916","01 FEB 2022 - 12 APR 2022","13880 Business Center Dr. NW
Elk River, MN 55330
320-251-1612
Volunteer Prepared Taxes","",29904.0,"English","Sherburne County Government Center","2022-03-20T00:00:52.268553",-93.620488,45.305741
"Carver County","Minnesota","27019",38.0,"United Way of McLeod County, Delano Loretto Area United Way, Greater Twin Cities United Way","Yes","","","","","","","","","","","","","",""
"McLeod County","Minnesota","27085",22.0,"United Way of McLeod County","Yes",27.0,85.0,6900.0,"Required","2022-01-23T00:00:45.698793","24 JAN 2022 - 11 APR 2022","520 Chandler Ave
Room 256
Glencoe, MN 55336
507-476-9283
Volunteer Prepared Taxes","",29689.0,"English,Spanish","UCAP Glencoe - Intake","2022-03-20T00:00:51.982419",-94.15844,44.769059
"McLeod County","Minnesota","27085",22.0,"United Way of McLeod County","Yes",27.0,85.0,900.0,"Required","2020-01-10T19:32:23.840563","25 JAN 2022 - 12 APR 2022","218 Main St. S.
Hutchinson, MN 55350
507-476-9283
Volunteer Prepared Taxes","",26530.0,"English,Spanish","UCAP Hutchinson","2022-03-20T00:00:51.916291",-94.369199,44.889813
"Ramsey County","Minnesota","27123",761.0,"Greater Twin Cities United Way","Yes",27.0,123.0,967.0,"Required","2020-01-10T19:32:24.407834","01 FEB 2022 - 14 APR 2022","450 Syndicate Street N
Saint Paul, MN 55104
651-603-5848
Volunteer Prepared Taxes","",20254.0,"English,Spanish,Sign Language,Chinese,Korean","CAP of Ramsey and Washington Counties","2022-03-20T00:00:52.483209",-93.154266,44.954714
"Winona County","Minnesota","27169",65.0,"United Way of Olmsted County, Inc., United Way of Winneshiek County, Great Rivers United Way, Inc., United Way of Goodhue, Wabasha & Pierce Counties","Yes",27.0,169.0,3577.0,"Required","2020-02-25T16:46:53.852812","03 FEB 2022 - 14 APR 2022","830 Whitewater
Saint Charles, MN 55972
507-474-7202
Volunteer Prepared Taxes","",25686.0,"English,Spanish","Winona at St. Charles - Ad Hoc","2022-03-20T00:00:53.161398",-92.064871,43.969725
"Winona County","Minnesota","27169",65.0,"United Way of Olmsted County, Inc., United Way of Winneshiek County, Great Rivers United Way, Inc., United Way of Goodhue, Wabasha & Pierce Counties","Yes",27.0,169.0,1079.0,"Required","2020-01-10T19:32:25.381181","31 JAN 2022 - 13 APR 2022","77 Laird St.
Winona, MN 55987
507-474-7202
Volunteer Prepared Taxes","",20178.0,"English,Spanish","Winona Catholic Charities","2022-03-20T00:00:53.644917",-91.625164,44.050789
"Dodge County","Minnesota","27039",37.0,"United Way of Steele County, United Way of Olmsted County, Inc., United Way of Dodge County","Yes",27.0,39.0,4771.0,"Required","2021-01-31T00:00:21.739673","05 FEB 2022 - 12 APR 2022","601 Clay St
Mantorville, MN 55955
800-543-7709
Volunteer Prepared Taxes","",28566.0,"English","Mantorville Senior Center - VITA","2022-03-20T00:00:52.708044",-92.756742,44.067779
"Crow Wing County","Minnesota","27035",18.0,"Crow Wing County United Way, Morrison County United Way","Yes",27.0,35.0,919.0,"Required","2020-01-10T19:32:24.025415","25 JAN 2022 - 15 APR 2022","2410 Oak Street
Brainerd, MN 56401
218-829-2410
Volunteer Prepared Taxes","",10776.0,"English","TCCAP Brainerd","2022-03-20T00:00:52.169937",-94.172838,46.352461
"Wright County","Minnesota","27171",80.0,"Wright County Area United Way, United Way of Central Minnesota, Sherburne County Area United Way, Delano Loretto Area United Way, Greater Twin Cities United Way","Yes",27.0,171.0,3542.0,"Required","2020-02-25T16:46:52.83443","03 FEB 2022 - 21 APR 2022","371 Center Ave S.
Drop off, will require 2nd trip for pick up
Montrose, MN 55363
320-963-6500
Volunteer Prepared Taxes","",28324.0,"English","Wright County Grace Place","2022-03-20T00:00:52.134828",-93.913756,45.065469
"Wright County","Minnesota","27171",80.0,"Wright County Area United Way, United Way of Central Minnesota, Sherburne County Area United Way, Delano Loretto Area United Way, Greater Twin Cities United Way","Yes",27.0,171.0,916.0,"Required","2020-01-10T19:32:24.001665","01 FEB 2022 - 31 AUG 2022","130 W Division Street
Maple Lake, MN 55358
320-963-6500
Volunteer Prepared Taxes","",24815.0,"English","Wright County Comm Action VITA","2022-03-20T00:00:52.108131",-94.002179,45.229646
"Lincoln County","Minnesota","27081",9.0,"United Way of Southwest Minnesota","Yes","","","","","","","","","","","","","",""
"Mille Lacs County","Minnesota","27095",50.0,"Central Mille Lacs United Way, Sherburne County Area United Way","Yes",27.0,95.0,937.0,"Required","2020-01-10T19:32:24.166931","28 JAN 2022 - 08 APR 2022","735 2nd Street SE
Milaca, MN 56353
320-679-1800
Volunteer Prepared Taxes","",18000.0,"English","Lakes and Pines Trinity Lutheran Church VITA","2022-03-20T00:00:52.331282",-93.641948,45.754822
"Carlton County","Minnesota","27017",52.0,"Head of the Lakes United Way, United Way of Carlton County","Yes","","","","","","","","","","","","","",""
"Kanabec County","Minnesota","27065",90.0,"Central Mille Lacs United Way, United Way of Carlton County, Greater Twin Cities United Way","Yes",27.0,65.0,3557.0,"Required","2020-02-25T16:46:53.3413","25 JAN 2022 - 12 APR 2022","1700 East Maple Avenue
Mora, MN 55051
320-679-1800
Volunteer Prepared Taxes","",27501.0,"English","Lakes and Pines Mobile","2022-03-20T00:00:52.583096",-93.266192,45.880522
"Kanabec County","Minnesota","27065",90.0,"Central Mille Lacs United Way, United Way of Carlton County, Greater Twin Cities United Way","Yes",27.0,65.0,984.0,"Required","2020-01-10T19:32:24.589408","26 JAN 2022 - 13 APR 2022","1700 Maple Ave East
Mora, MN 55051
320-679-1800
Volunteer Prepared Taxes","",10269.0,"English","Lakes and Pines Mora","2022-03-20T00:00:52.574111",-93.266192,45.880522
"St. Clair County","Alabama","01115",152.0,"United Way of Central Alabama, Inc.","Yes","","","","","","","","","","","","","",""
"Cullman County","Alabama","01043",77.0,"United Way of Cullman County, United Way of Marshall County, United Way of Morgan County","Yes","","","","","","","","","","","","","",""
"Houston County","Alabama","01069",86.0,"Wiregrass United Way, Inc.","Yes",1.0,69.0,1893.0,"Required","2020-01-10T19:32:32.349849","17 JAN 2022 - 06 APR 2022","1302 Ross Clark Circle
Dothan, AL 36301
334-305-0516
Volunteer Prepared Taxes","",15270.0,"English","Wiregrass Southeast Alabama Baptist MC","2022-03-20T00:01:01.194358",-85.363882,31.208306
"Houston County","Alabama","01069",86.0,"Wiregrass United Way, Inc.","Yes",1.0,69.0,1888.0,"Required","2020-01-10T19:32:32.310634","23 MAR 2022 - 15 APR 2022","301 West Lafayette Street
Dothan, AL 36301
888-998-2925
Volunteer Prepared Taxes","",1396.0,"English","Impact America-Saliba Family Services Center Dothan","2022-03-20T00:01:01.141896",-85.394426,31.219466
"Tuscaloosa County","Alabama","01125",120.0,"United Way of West Alabama, Inc., United Way of Central Alabama, Inc.","Yes",1.0,125.0,1541.0,"Required","2020-01-10T19:32:29.449574","16 MAR 2022 - 15 APR 2022","3101 Martin Luther King Jr. Blvd
Tuscaloosa, AL 35401
888-998-2925
Volunteer Prepared Taxes","",4616.0,"English","Impact America- McDonald Hughes","2022-03-20T00:00:58.121323",-87.577464,33.183518
"Coffee County","Alabama","01031",91.0,"River Region United Way, Wiregrass United Way, Inc.","Yes",1.0,31.0,1841.0,"Required","2020-01-10T19:32:31.90168","17 JAN 2022 - 18 APR 2022","208 West Brunson Street
Enterprise, AL 36331
334-393-8538
Volunteer Prepared Taxes","",15165.0,"English","Wiregrass Coffee County Family Services","2022-03-20T00:01:00.627104",-85.857718,31.316492
"Chilton County","Alabama","01021",67.0,"Chilton County United Way, River Region United Way, United Way of Central Alabama, Inc.","Yes","","","","","","","","","","","","","",""
"Coosa County","Alabama","01037",96.0,"United Way of Sylacauga, River Region United Way, Lake Martin Area United Way, Inc., Chilton County United Way","Yes","","","","","","","","","","","","","",""
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1688.0,"Not Required","2020-01-10T19:32:30.642493","26 JAN 2022 - 13 APR 2022","3702 Rainbow Drive
Rainbow City, AL 35906
Volunteer Prepared Taxes","WED 11:30PM-3:30PM",8667.0,"English","Rainbow City VITA","2022-03-20T00:00:59.358322",-86.044872,33.951166
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1689.0,"Not Required","2020-01-10T19:32:30.650691","26 JAN 2022 - 13 APR 2022","3702 Rainbow Drive
Rainbow City, AL 35906
Volunteer Prepared Taxes","WED 11:30PM-3:30PM",8668.0,"English","Rainbow City TCE","2022-03-20T00:00:59.367271",-86.044872,33.951166
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1710.0,"Not Required","2020-01-10T19:32:30.819246","24 JAN 2022 - 11 APR 2022","3310 Alford Bend Road
Hokes Bluff, AL 35903
Volunteer Prepared Taxes","MON 12:00PM-4:00PM",8666.0,"English","Hokes Bluff Library","2022-03-20T00:00:59.491651",-85.866044,33.99199
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1670.0,"Not Required","2020-01-10T19:32:30.48879","25 JAN 2022 - 12 APR 2022","102 Case Avenue
Attalla, AL 35954
Volunteer Prepared Taxes","TUE 10:00AM-2:00PM",10195.0,"English","Carnes Recreation Center","2022-03-20T00:00:59.197066",-86.107703,33.999008
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1694.0,"Not Required","2020-01-10T19:32:30.691509","05 FEB 2022 - 09 APR 2022","821 East Broad Street
Gadsden, AL 35903
Volunteer Prepared Taxes","SAT 9:00AM-1:00PM",17498.0,"English","Family Success Center","2022-03-20T00:00:59.393653",-85.984678,34.002116
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1691.0,"Not Required","2020-01-10T19:32:30.666872","24 JAN 2022 - 14 APR 2022","800 Forrest Avenue, Room 219
GADSDEN, AL 35901
Volunteer Prepared Taxes","MON 11:00AM-3:00PM
TUE 11:00AM-3:00PM
WED 11:00AM-3:00PM
THU 11:00AM-3:00PM
FRI 11:00AM-3:00PM",10312.0,"English","Etowah County Courthouse TCE","2022-03-20T00:00:59.385034",-86.011548,34.015657
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,1690.0,"Not Required","2020-01-10T19:32:30.658831","24 JAN 2022 - 14 APR 2022","800 Forrest Ave., 4th Floor
Gadsden, AL 35901
Volunteer Prepared Taxes","MON 11:00AM-3:00PM
TUE 11:00AM-3:00PM
WED 11:00AM-3:00PM
THU 11:00AM-3:00PM
FRI 11:00AM-3:00PM",10311.0,"English","Etowah County Courthouse VITA","2022-03-20T00:00:59.37627",-86.011548,34.015657
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,4846.0,"Not Required","2021-01-31T00:00:26.029633","26 JAN 2022 - 13 APR 2022","5151 Walnut Grove Road
Altoona, AL 35952
Volunteer Prepared Taxes","WED 10:00AM-2:00PM",29103.0,"English","Walnut Grove VITA","2022-03-20T00:00:59.042528",-86.307616,34.053991
"Etowah County","Alabama","01055",36.0,"United Way of Marshall County, United Way of Etowah County, United Way of East Central Alabama, Inc.","Yes",1.0,55.0,4845.0,"Not Required","2021-01-31T00:00:26.022454","26 JAN 2022 - 13 APR 2022","5151 Walnut Grove Road
Altoona, AL 35952
Volunteer Prepared Taxes","WED 10:00AM-2:00PM",10211.0,"English","Walnut Grove TCE","2022-03-20T00:00:59.033093",-86.307616,34.053991
"Lamar County","Alabama","01075",7.0,"United Way of West Alabama, Inc., United Way of Guin","Yes","","","","","","","","","","","","","",""
"Butler County","Alabama","01013",4.0,"River Region United Way","Yes","","","","","","","","","","","","","",""
"Walker County","Alabama","01127",54.0,"United Way of Cullman County, United Way of Central Alabama, Inc.","Yes","","","","","","","","","","","","","",""
"Greene County","Alabama","01063",3.0,"United Way of West Alabama, Inc.","Yes","","","","","","","","","","","","","",""
"Bullock County","Alabama","01011",2.0,"River Region United Way","Yes","","","","","","","","","","","","","",""
"Chambers County","Alabama","01017",15.0,"United Way of East Central Alabama, Inc., United Way of Lee County, Inc.","Yes","","","","","","","","","","","","","",""
"Haines Borough","Alaska","02100","","","","","","","","","","","","","","","","",""
"Juneau City and Borough","Alaska","02110",6.0,"United Way of Southeast Alaska","Yes",2.0,110.0,3527.0,"Required","2020-02-25T16:46:52.606099","03 JAN 2022 - 31 DEC 2022","5446 Jenkins Drive
Conference Room
Virtual program only during social distancing
Juneau, AK 99801
907-780-6868
Volunteer Prepared Taxes","",27475.0,"English","Tlingit Haida Regional Housing Authority","2022-03-20T00:00:51.890195",-134.490919,58.356112
"Yukon-Koyukuk Census Area","Alaska","02290",18.0,"United Way of the Tanana Valley","Yes","","","","","","","","","","","","","",""
"Denali Borough","Alaska","02068","","","","","","","","","","","","","","","","",""
"Hoonah-Angoon Census Area","Alaska","02105","","","","","","","","","","","","","","","","",""
"Wrangell City and Borough","Alaska","02275","","","","","","","","","","","","","","","","",""
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,591.0,"Required","2020-01-10T19:32:21.27792","05 FEB 2022 - 11 APR 2022","1575 E 36th St
www.unitedwaytucson.org/vita
Tucson, AZ 85713
Volunteer Prepared Taxes","",11646.0,"English,Spanish","TU Quincie Douglas Community Center","2022-03-20T00:00:47.632641",-110.947831,32.192358
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,585.0,"Required","2020-01-10T19:32:21.23011","01 FEB 2022 - 14 APR 2022","2442 S Harrison Rd
Tucson, AZ 85748
520-784-1341
Volunteer Prepared Taxes","",26746.0,"English","CCS Thunder Mtn Moose Lodge","2022-03-20T00:00:47.685548",-110.789787,32.193608
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,7081.0,"Required","2022-01-30T00:00:50.041168","01 FEB 2022 - 10 APR 2022","4355 E Calle Aurora
www.unitedwaytucson.org/vita
Tucson, AZ 85711
Volunteer Prepared Taxes","",29693.0,"English,Spanish","TU PCC 29th Street","2022-03-20T00:00:47.650226",-110.899384,32.198266
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,594.0,"Not Required","2020-01-10T19:32:21.3012","06 FEB 2022 - 18 APR 2022","940 S Craycroft Rd
Tucson, AZ 85711
Volunteer Prepared Taxes","TUE 1:00PM-4:00PM
SUN 1:00PM-4:00PM",14975.0,"English,Spanish,Cantonese,Chinese,Tagalog,Vietnamese","CCS Pan Asian Center","2022-03-20T00:00:47.659177",-110.875233,32.209403
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,588.0,"Not Required","2020-01-10T19:32:21.25373","24 JAN 2022 - 18 APR 2022","848 S 7th Ave
Tucson, AZ 85701
Volunteer Prepared Taxes","MON 2:00PM-6:00PM
TUE 2:00PM-6:00PM
WED 2:00PM-6:00PM
SAT 9:00AM-1:00PM",4195.0,"English,Spanish","CCS Pio Decimo Center","2022-03-20T00:00:47.60593",-110.970029,32.211343
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,7080.0,"Required","2022-01-30T00:00:49.93233","02 FEB 2022 - 15 APR 2022","525 N Bonita Ave
Tucson, AZ 85745
Volunteer Prepared Taxes","",30972.0,"English,Spanish","TU YWCA","2022-03-20T00:00:47.565745",-110.986442,32.228411
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,587.0,"Required","2020-01-10T19:32:21.245595","05 FEB 2022 - 11 APR 2022","1510 E Grant Rd
www.unitedwaytucson.org/vita
Tucson, AZ 85719
Volunteer Prepared Taxes","",6399.0,"English,Spanish","TU City of Tucson Ward III","2022-03-20T00:00:47.597177",-110.949634,32.249923
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,582.0,"Required","2020-01-10T19:32:21.205748","05 FEB 2022 - 09 APR 2022","200 E Yavapai Rd
Tucson, AZ 85705
Volunteer Prepared Taxes","",1654.0,"English,Spanish","TU Literacy Connects","2022-03-20T00:00:47.544437",-110.969059,32.269604
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,579.0,"Required","2020-01-10T19:32:21.18235","02 FEB 2022 - 11 APR 2022","2820 W Ina Rd
www.unitedwaytucson.org/vita
Tucson, AZ 85741
Volunteer Prepared Taxes","",8822.0,"English,Spanish","TU Interfaith Community Services","2022-03-20T00:00:47.521337",-111.026269,32.337414
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,580.0,"Required","2020-01-10T19:32:21.190132","04 FEB 2022 - 15 APR 2022","7602 N Oracle Rd
Oro Valley, AZ 85704
817-308-3417
Volunteer Prepared Taxes","",11630.0,"English","CCS National Bank of Arizona TU","2022-03-20T00:00:47.533125",-110.97621,32.34517
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,7083.0,"Not Required","2022-01-30T00:00:50.167925","03 FEB 2022 - 14 APR 2022","28720 S Old Nogales Hwy
Amado, AZ 85645
Volunteer Prepared Taxes","THU 10:00AM-3:00PM",29871.0,"English,Spanish","TU Amado Food Bank","2022-03-20T00:00:47.75115",-111.062168,31.737055
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,600.0,"Not Required","2020-01-10T19:32:21.347877","07 FEB 2022 - 18 APR 2022","600 S La Canada Dr
Drop Off Site
Green Valley, AZ 85614
520-329-3818
Volunteer Prepared Taxes","MON 12:00PM-1:30PM
FRI 9:30AM-11:00AM",11627.0,"English,Spanish","CCS St Francis Church","2022-03-20T00:00:47.730223",-110.996933,31.861388
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,4699.0,"Required","2021-01-31T00:00:18.386611","05 FEB 2022 - 16 APR 2022","7 S Abrego Dr
Green Valley, AZ 85614
520-300-6407
Volunteer Prepared Taxes","",28671.0,"English,Spanish","CCS Green Valley - East Center","2022-03-20T00:00:47.742053",-110.988607,31.870113
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,576.0,"Not Required","2020-01-10T19:32:21.158351","03 JAN 2022 - 30 DEC 2022","1 Main St
Suite 201
Tohono Plaza
Sells, AZ 85634
Volunteer Prepared Taxes","MON 9:00AM-4:30PM
TUE 9:00AM-4:30PM
THU 9:00AM-4:30PM
FRI 9:00AM-4:30PM",23355.0,"English","CDFI-TON VITA","2022-03-20T00:00:47.439582",-111.887207,31.913379
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,599.0,"Not Required","2020-01-10T19:32:21.340023","03 FEB 2022 - 14 APR 2022","17750 S La Canada Dr
Sahuarita, AZ 85629
Volunteer Prepared Taxes","TUE 9:00AM-11:00AM
WED 9:00AM-11:00AM
THU 9:00PM-3:00PM",26747.0,"English,Spanish","CCS Sahuarita Food Bank","2022-03-20T00:00:47.721214",-110.994945,31.927453
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,586.0,"Not Required","2020-01-10T19:32:21.237803","22 JAN 2022 - 15 OCT 2022","4725 CW Tetakusim
Tucson, AZ 85757
Volunteer Prepared Taxes","MON 10:00AM-12:00PM
 1:00PM-3:00PM
TUE 2:00PM-6:00PM
WED 10:00AM-12:00PM
 1:00PM-3:00PM
THU 9:00AM-11:00AM
FRI 10:00AM-12:00PM
 1:00PM-3:00PM
SAT 9:00AM-11:00AM
SUN 10:00AM-12:00PM",12367.0,"Spanish,English","Pascua Yaqui Tribe","2022-03-20T00:00:47.585615",-111.063165,32.115433
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,590.0,"Required","2020-01-10T19:32:21.27027","05 FEB 2022 - 11 APR 2022","1703 W Valencia Rd
www.unitedwaytucson.org/vita
Tucson, AZ 85746
Volunteer Prepared Taxes","",6397.0,"English,Spanish","TU Goodwill Job Connection Center","2022-03-20T00:00:47.623749",-111.001106,32.133735
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,592.0,"Required","2020-01-10T19:32:21.285822","01 FEB 2022 - 11 APR 2022","101 W Irvington Rd
www.unitedwaytucson.org/vita
Tucson, AZ 85714
Volunteer Prepared Taxes","",4197.0,"English,Spanish","TU El Pueblo Neighborhood Center","2022-03-20T00:00:47.641498",-110.96923,32.163238
"Pima County","Arizona","04019",917.0,"United Way of Sierra Vista and Cochise County, United Way of Santa Cruz County, United Way of Tucson and Southern Arizona","Yes",4.0,19.0,589.0,"Not Required","2020-01-10T19:32:21.262071","01 FEB 2022 - 16 APR 2022","602 W Ajo Way
Tucson, AZ 85713
Volunteer Prepared Taxes","SAT 9:00AM-1:00PM",26640.0,"English,Spanish","CCS Casa San Juan","2022-03-20T00:00:47.614658",-110.977644,32.177848
