STATEFP,COUNTYFP,AFFGEOID,GEOID,id,appointment_info,created_at,dates,details,hours,irs_id,languages,name,updated_at,longitude,latitude
05,035,0500000US05035,05035,1256,Not Required,2020-01-10T19:32:26.960077,05 FEB 2022 - 09 APR 2022,"500 E Broadway Blvd
West Memphis, AR 72301
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,4135,English,Crittenden County Free Tax Prep,2022-03-20T00:00:55.251202,-90.17463,35.146548
29,101,0500000US29101,29101,3541,Required,2020-02-25T16:46:52.826086,19 FEB 2022 - 30 MAR 2022,"120 E South St
Ward Edwards 2415
Warrensburg, MO 64093
660-543-8318
Volunteer Prepared Taxes",,2859,English,UCM Beta Alpha Psi,2022-03-20T00:00:52.126069,-93.740959,38.760279
29,101,0500000US29101,29101,917,Required,2020-01-10T19:32:24.009631,31 JAN 2022 - 13 APR 2022,"445 E Gay St
Ste 128
Warrensburg, MO 64093
660-747-2624
Volunteer Prepared Taxes",,2860,English,AAA Warrensburg Senior Center,2022-03-20T00:00:52.143425,-93.727722,38.764626
01,073,0500000US01073,01073,1607,Required,2020-01-10T19:32:29.980366,16 MAR 2022 - 09 APR 2022,"2350 Green Springs Highway
Birmingham, AL 35205
888-998-2925
Volunteer Prepared Taxes",,12464,English,Impact America-Goodwill,2022-03-20T00:00:58.791571,-86.82641,33.474668
01,073,0500000US01073,01073,1602,Not Required,2020-01-10T19:32:29.94056,29 JAN 2022 - 09 APR 2022,"2135 Jefferson Avenue SW
Greater Shiloh Missionary Baptist Church
Birmingham, AL 35211
205-925-5972
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,8365,English,AABC West End Community VITA,2022-03-20T00:00:58.67015,-86.870396,33.476434
01,073,0500000US01073,01073,1601,Not Required,2020-01-10T19:32:29.932682,06 FEB 2022 - 09 APR 2022,"4812 Avenue West
Birmingham, AL 35208
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,9076,English,AABC Birmingham Chapter AIM-IRS,2022-03-20T00:00:58.659734,-86.873067,33.493147
01,073,0500000US01073,01073,1606,Not Required,2020-01-10T19:32:29.972475,29 JAN 2022 - 16 APR 2022,"900 Graymont Ave W
Birmingham, AL 35204
Volunteer Prepared Taxes",SAT 8:30AM-12:30PM,20250,English,Trinity Baptist Church,2022-03-20T00:00:58.690635,-86.850944,33.509267
01,073,0500000US01073,01073,1598,Required,2020-01-10T19:32:29.906687,30 JAN 2022 - 15 APR 2022,"1910 19th Street
Holy Family Elementary School
Birmingham, AL 35218
205-531-4455
Volunteer Prepared Taxes",,6181,English,AABC-Holy Family Social Justice,2022-03-20T00:00:58.628357,-86.88282,33.510209
01,073,0500000US01073,01073,1609,Required,2020-01-10T19:32:29.996227,16 MAR 2022 - 15 APR 2022,"#1 8th Avenue West
Birmingham, AL 35204
888-998-2925
Volunteer Prepared Taxes",,10675,English,Impact America-Smithfield Library,2022-03-20T00:00:58.711797,-86.836252,33.513997
01,073,0500000US01073,01073,1622,Required,2020-01-10T19:32:30.098944,19 JAN 2022 - 01 DEC 2022,"3600 8th Ave. South
Birmingham, AL 35222
888-421-1266
Volunteer Prepared Taxes",,9075,English,United Way of Central Alabama,2022-03-20T00:00:58.819309,-86.776952,33.515048
01,073,0500000US01073,01073,1597,Required,2020-01-10T19:32:29.893501,29 JAN 2022 - 16 APR 2022,"1708 Spencer Avenue
Birmingham, AL 35214
205-527-3902
Volunteer Prepared Taxes",,9077,English,Bethel Baptist Church,2022-03-20T00:00:58.609618,-86.868579,33.546751
01,073,0500000US01073,01073,6951,Required,2022-01-23T00:00:51.035201,31 JAN 2022 - 15 APR 2022,"1920 Old Springville Road
Center Point, AL 35215
205-238-5506
Volunteer Prepared Taxes",,29643,English,Community Care VITA Site,2022-03-20T00:00:58.881214,-86.663127,33.633419
48,473,0500000US48473,48473,1000,Required,2020-01-10T19:32:24.717134,11 FEB 2022 - 31 MAR 2022,"Prairie View and M University
College of Business
805 Cleaver St.,  Room 457
Prairie View, TX 77446
936-261-9258
Volunteer Prepared Taxes",,12356,"English,Korean",Prairie View A and M University,2022-03-20T00:00:52.717135,-95.992196,30.074836
40,069,0500000US40069,40069,788,Not Required,2020-01-10T19:32:22.880546,15 FEB 2022 - 18 APR 2022,"202 South Capitol
Tishomingo, OK 73460
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",6670,English,INCA - Johnston Virtual,2022-03-20T00:00:50.469834,-96.683179,34.234223
48,339,0500000US48339,48339,7099,Not Required,2022-01-30T00:00:55.304113,26 JAN 2022 - 16 APR 2022,"1022 McCall Ave.
Conroe, TX 77301
Volunteer Prepared Taxes","TUE 9:00AM-6:00PM
WED 9:00AM-6:00PM
FRI 9:00AM-6:00PM
SAT 9:00AM-2:00PM",29629,"English,Spanish,Virtual Interpreter Services",Community Assistance Center,2022-03-20T00:00:53.020266,-95.466114,30.31433
48,339,0500000US48339,48339,1020,Not Required,2020-01-10T19:32:24.885243,03 FEB 2022 - 07 APR 2022,"600 Gerald St.
Willis, TX 77378
Volunteer Prepared Taxes",THU 9:30AM-2:30PM,12354,English,N Montgomery Community Ctr.,2022-03-20T00:00:52.947627,-95.49086,30.429657
48,339,0500000US48339,48339,4790,Not Required,2021-01-31T00:00:22.132823,24 JAN 2022 - 18 APR 2022,"1600 Lake Front Circle
Houston, TX 77027
Volunteer Prepared Taxes","MON 10:00AM-7:00PM
TUE 10:00AM-7:00PM
THU 10:00AM-7:00PM
SAT 9:00AM-2:00PM",6474,"Spanish,English,Virtual Interpreter Services",BakerRipley - United Way Montgomery County Center,2022-03-20T00:00:53.087644,-95.462453,30.170691
48,339,0500000US48339,48339,1034,Required,2020-01-10T19:32:25.004106,01 FEB 2022 - 15 APR 2022,"9845 Sleepy Hollow Road
Conroe, TX 77386
281-844-7596
Volunteer Prepared Taxes",,12969,"English,Spanish",Childrens Books on Wheels - VITA Solution For Communities,2022-03-20T00:00:53.106027,-95.439333,30.172948
13,039,0500000US13039,13039,2252,Not Required,2020-01-10T19:32:35.326767,31 JAN 2022 - 21 APR 2022,"455 S Lee Street
Kingsland, GA 31548
Volunteer Prepared Taxes","MON 6:00PM-8:00PM
TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM",4376,English,Camden County VITA,2022-03-20T00:01:05.827453,-81.689356,30.795677
13,185,0500000US13185,13185,6976,Required,2022-01-23T00:00:53.602706,18 JAN 2022 - 18 APR 2022,"1000 N St. Augustine Rd
Valdosta, GA 31601
229-316-1216
Volunteer Prepared Taxes",,29735,"English,Spanish",Goodwill SR Valdosta VITA,2022-03-20T00:01:03.816523,-83.318554,30.839045
13,185,0500000US13185,13185,4031,Not Required,2020-02-25T16:47:03.694661,02 FEB 2022 - 15 APR 2022,"2525 North Patterson Street
Valdosta, GA 31698
Volunteer Prepared Taxes","TUE 4:00PM-8:00PM
FRI 9:00AM-3:00PM",25711,English,VSU Site Beta Alpha Psi Mu Zeta,2022-03-20T00:01:03.857936,-83.287757,30.850329
40,095,0500000US40095,40095,779,Not Required,2020-01-10T19:32:22.808384,15 FEB 2022 - 18 APR 2022,"18941 8th Street
Oakland, OK 73446
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",3884,English,INCA - Marshall Virtual,2022-03-20T00:00:50.395631,-96.795501,34.095153
40,121,0500000US40121,40121,3496,Required,2020-02-25T16:46:52.007176,01 FEB 2022 - 15 APR 2022,"609 East Peoria Ave
Mcalester, OK 74501
918-423-3525
Volunteer Prepared Taxes",,12747,English,KI BOIS - Pittsburg County,2022-03-20T00:00:51.356329,-95.766854,34.917563
05,093,0500000US05093,05093,1259,Not Required,2020-01-10T19:32:26.983771,24 JAN 2022 - 18 APR 2022,"801 S Elm St
Blytheville, AR 72315
Volunteer Prepared Taxes","MON 9:00AM-3:30PM
TUE 9:00AM-3:30PM
WED 9:00AM-3:30PM
THU 9:00AM-3:30PM
FRI 9:00AM-3:30PM",26207,English,MCAEOC Richard B Harrison,2022-03-20T00:00:55.271453,-89.909878,35.919295
05,093,0500000US05093,05093,1261,Not Required,2020-01-10T19:32:26.999499,25 JAN 2022 - 18 APR 2022,"120 S 2nd Street
Blytheville, AR 72315
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",20122,"English,Spanish",Southern Bancorp-Blytheville,2022-03-20T00:00:55.280391,-89.90412,35.92727
05,093,0500000US05093,05093,1257,Not Required,2020-01-10T19:32:26.96786,24 JAN 2022 - 18 APR 2022,"1400 N Division Street
Blytheville, AR 72315
Volunteer Prepared Taxes","MON 9:00AM-3:30PM
TUE 9:00AM-3:30PM
WED 9:00AM-3:30PM
THU 9:00AM-3:30PM
FRI 9:00AM-3:30PM
SAT 10:00AM-12:00PM",4529,"English,Virtual Interpreter Services",MCAEOC Central Office,2022-03-20T00:00:55.262758,-89.918894,35.94036
04,027,0500000US04027,04027,427,Not Required,2020-01-10T19:32:19.885746,29 JAN 2022 - 16 APR 2022,"788 B St
San Luis, AZ 85349
Volunteer Prepared Taxes","THU 5:00PM-7:00PM
SAT 8:30AM-12:30PM",23408,"English,Spanish",CCS San Luis,2022-03-20T00:00:46.247927,-114.780195,32.488608
04,027,0500000US04027,04027,3276,Not Required,2020-02-25T16:46:47.772575,18 JAN 2022 - 07 APR 2022,"300 S 13th Ave
Yuma, AZ 85364
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM",27500,"English,Spanish",DFATS Martin Luther King Jr Center,2022-03-20T00:00:46.228962,-114.635832,32.721459
04,003,0500000US04003,04003,611,Required,2020-01-10T19:32:21.43354,01 FEB 2022 - 15 APR 2022,"300 W. Stewart Street
Willcox, AZ 85643
800-293-1144
Volunteer Prepared Taxes",,11644,"English,Spanish",SEACAP - Willcox,2022-03-20T00:00:47.920379,-109.834121,32.254933
04,003,0500000US04003,04003,617,Not Required,2020-01-10T19:32:21.482419,24 JAN 2022 - 15 OCT 2022,"1065 F Avenue
Ste 7
Douglas, AZ 85607
Volunteer Prepared Taxes","TUE 3:00PM-6:00PM
THU 3:00PM-6:00PM
SAT 10:00AM-2:00PM",11636,"English,Spanish",CCS Assets for Families,2022-03-20T00:00:48.076181,-109.552874,31.345138
04,003,0500000US04003,04003,4704,Not Required,2021-01-31T00:00:18.538517,01 FEB 2022 - 18 APR 2022,"1838 Paseo San Luis
Sierra Vista, AZ 85635
Volunteer Prepared Taxes","MON 9:30AM-1:00PM
TUE 9:30AM-1:00PM
WED 9:30AM-1:00PM
THU 9:30AM-1:00PM
FRI 9:30AM-1:00PM",28661,"English,Spanish",CCS Civil Vision International,2022-03-20T00:00:48.000731,-110.254881,31.535759
04,003,0500000US04003,04003,615,Not Required,2020-01-10T19:32:21.466598,01 FEB 2022 - 14 APR 2022,"650 E Wilcox Dr
Sierra Vista, AZ 85635
Volunteer Prepared Taxes","MON 5:30PM-8:00PM
TUE 5:30PM-8:00PM",1174,"English,Spanish",CCS Arizona at Work SV,2022-03-20T00:00:47.954141,-110.292911,31.552308
04,003,0500000US04003,04003,614,Not Required,2020-01-10T19:32:21.457744,05 FEB 2022 - 16 APR 2022,"2105 E Fry Blvd
Sierra Vista, AZ 85635
Volunteer Prepared Taxes","THU 4:30PM-6:30PM
SAT 10:00AM-2:30PM",11638,"English,Spanish",CCS Goodwill Industries,2022-03-20T00:00:47.974298,-110.276799,31.554627
04,003,0500000US04003,04003,7085,Not Required,2022-01-30T00:00:50.436916,07 FEB 2022 - 11 APR 2022,"507 E Toughnut St
Tombstone, AZ 85638
Volunteer Prepared Taxes",MON 1:00PM-3:30PM,30974,"English,Spanish",CCS Tombstone Sr Center,2022-03-20T00:00:48.00949,-110.06634,31.711527
04,003,0500000US04003,04003,4701,Required,2021-01-31T00:00:18.427324,01 FEB 2022 - 12 APR 2022,"98 N. Oak Dr.
Benson, AZ 85602
520-686-3234
Volunteer Prepared Taxes",,28665,"English,Spanish",CCS Mescal Fire Department,2022-03-20T00:00:47.795484,-110.432267,31.964411
08,123,0500000US08123,08123,673,Not Required,2020-01-10T19:32:21.949685,05 FEB 2022 - 09 APR 2022,"5401 W. 20th Street
Greeley, CO 80634
Volunteer Prepared Taxes",SAT 9:00AM-4:00PM,3036,"English,Spanish",Aims Community College - Greeley,2022-03-20T00:00:48.761909,-104.768429,40.40689
08,123,0500000US08123,08123,666,Required,2020-01-10T19:32:21.894193,01 FEB 2022 - 18 APR 2022,"720 Third Street
Windsor, CO 80550
970-599-1765
Volunteer Prepared Taxes",,7618,English,RFI-MCNC FC Windsor Library,2022-03-20T00:00:48.699172,-104.900682,40.471999
23,025,0500000US23025,23025,7054,Required,2022-01-23T00:00:59.363903,02 FEB 2022 - 23 MAR 2022,"61 Academy Circle
Skowhegan, ME 04976
866-811-5695
Volunteer Prepared Taxes",,30998,English,Central Maine CA$H Mobile VITA at Skowhegan HS,2022-03-20T00:01:14.705083,-69.729066,44.751908
27,137,0500000US27137,27137,1089,Not Required,2020-01-10T19:32:25.463507,01 FEB 2022 - 16 APR 2022,"2424 West 5th Street
Suite 102
Duluth, MN 55806
218-726-1665
Volunteer Prepared Taxes","TUE 4:30PM-6:00PM
THU 4:30PM-6:00PM
SAT 9:00AM-11:00AM",4506,English,Community Action Duluth,2022-03-20T00:00:53.675193,-92.133747,46.767258
27,137,0500000US27137,27137,1093,Required,2020-01-10T19:32:25.499346,05 FEB 2022 - 02 APR 2022,"520 W. Superior St.
Duluth, MN 55802
218-726-6779
Volunteer Prepared Taxes",,7434,English,UMD VITA - Duluth Public Library,2022-03-20T00:00:53.731416,-92.104746,46.781922
27,137,0500000US27137,27137,1096,Required,2020-01-10T19:32:25.524624,05 FEB 2022 - 02 APR 2022,"1318 Kirby Drive LSBE 134/144
Duluth, MN 55812
218-726-6779
Volunteer Prepared Taxes",,7437,English,UMD VITA - Campus,2022-03-20T00:00:53.761739,-92.073976,46.811678
28,143,0500000US28143,28143,1253,Not Required,2020-01-10T19:32:26.936726,24 JAN 2022 - 11 APR 2022,"1285 Kenny Hill Drive
Tunica, MS 38676
Volunteer Prepared Taxes","MON 2:00PM-7:00PM
THU 2:00PM-7:00PM",5085,English,R C Irwin Public Library,2022-03-20T00:00:55.215404,-90.379297,34.688471
39,081,0500000US39081,39081,4010,Not Required,2020-02-25T16:47:03.001387,17 FEB 2022 - 14 APR 2022,"100 Mall Dr.
Steubenville, OH 43952
Volunteer Prepared Taxes","THU 11:30AM-3:30PM
SAT 10:00AM-2:00PM",9759,English,Ft Steuben Mall,2022-03-20T00:01:02.852164,-80.674711,40.367429
53,027,0500000US53027,53027,4686,Required,2021-01-31T00:00:17.900406,27 JAN 2022 - 15 APR 2022,"120 Firman Avenue
Hoquiam, WA 98550
360-533-4760
Volunteer Prepared Taxes",,17369,"English,Spanish",NEWRIZONS FCU VITA,2022-03-20T00:00:46.707983,-123.90265,46.980165
36,075,0500000US36075,36075,2423,Required,2020-01-10T19:32:36.745137,01 FEB 2022 - 12 APR 2022,"200 North 2nd Street
Fulton, NY 13069
315-596-2551
Volunteer Prepared Taxes",,12605,English,Oswego County DSS/Det - Fulton,2022-03-20T00:01:07.755827,-76.415712,43.331581
40,123,0500000US40123,40123,773,Not Required,2020-01-10T19:32:22.761275,01 FEB 2022 - 19 APR 2022,"501 S. Mississippi
Ada, OK 74820
Volunteer Prepared Taxes","MON 8:30AM-5:00PM
TUE 8:30AM-5:00PM
WED 8:30AM-5:00PM
THU 9:00AM-5:00PM
FRI 8:30AM-5:00PM",8529,English,the Chickasaw Nation VITA Program,2022-03-20T00:00:50.324806,-96.669976,34.770277
40,127,0500000US40127,40127,3520,Required,2020-02-25T16:46:52.51752,03 FEB 2022 - 14 APR 2022,"603 S W  B Street
ANTLERS, OK 74523
580-298-2921
Volunteer Prepared Taxes",,6470,English,LIFT - Antlers,2022-03-20T00:00:51.77527,-95.620333,34.226536
18,129,0500000US18129,18129,7113,Required,2022-01-30T00:00:58.836313,18 FEB 2022 - 08 APR 2022,"611 W 8th Street
Mount Vernon, IN 47620
812-838-4656
Volunteer Prepared Taxes",,29656,English,Posey County Council on Aging-TCE,2022-03-20T00:00:56.535846,-87.903585,37.934287
34,031,0500000US34031,34031,2786,Required,2020-01-10T19:32:39.897346,03 FEB 2022 - 09 APR 2022,"301 Main Street
Paterson, NJ 07505
973-279-8900
Volunteer Prepared Taxes",,21172,"English,Spanish",United Way of Passaic County Center City Mall,2022-03-20T00:01:10.976827,-74.173389,40.914776
34,031,0500000US34031,34031,2783,Required,2020-01-10T19:32:39.874032,05 FEB 2022 - 02 APR 2022,"331 North 11th St
Prospect Park, NJ 07508
973-279-8900
Volunteer Prepared Taxes",,26139,"English,Spanish",New Hope Community Ministries,2022-03-20T00:01:10.967939,-74.173081,40.93582
54,057,0500000US54057,54057,4060,Required,2020-02-25T16:47:04.532319,04 FEB 2022 - 25 MAR 2022,"105 North Main Street
Drop-Off Site.  Return Visit Required.
Keyser, WV 26726
304-788-3222
Volunteer Prepared Taxes",,25923,English,Keyser Mineral County Public Library,2022-03-20T00:01:05.197955,-78.974499,39.440224
06,029,0500000US06029,06029,7206,Not Required,2022-02-27T00:01:20.540115,16 FEB 2022 - 13 APR 2022,"16804 CA-14 Unit C
Mojave, CA 93501
Volunteer Prepared Taxes",WED 1:00PM-5:00PM,31073,"English,Spanish",EKFRC VITA,2022-03-20T00:00:44.149452,-118.177326,35.066854
06,029,0500000US06029,06029,3185,Required,2020-02-25T16:46:45.786248,28 FEB 2022 - 04 APR 2022,"14327S Vineland Rd
Bakersfield, CA 93307
661-834-1820
Volunteer Prepared Taxes",,28290,"English,Spanish",UWK Mobile - Vineland School District,2022-03-20T00:00:44.130239,-118.914468,35.221469
06,029,0500000US06029,06029,6836,Required,2022-01-23T00:00:39.960693,02 FEB 2022 - 30 MAR 2022,"1535 Panama Lane
Bakersfield, CA 93307
661-834-1820
Volunteer Prepared Taxes",,29894,"English,Spanish",UWK Mobile - Strata Credit Union,2022-03-20T00:00:44.121125,-119.01942,35.295843
06,029,0500000US06029,06029,3181,Not Required,2020-02-25T16:46:45.740162,19 FEB 2022 - 24 MAR 2022,"1101 Planz Road
Bakersfield, CA 93304
Volunteer Prepared Taxes","THU 12:00PM-4:00PM
SAT 9:00AM-3:00PM",27776,"English,Spanish",UWK Mobile - South High School,2022-03-20T00:00:44.102705,-119.014571,35.324881
06,029,0500000US06029,06029,3183,Required,2020-02-25T16:46:45.769602,20 JAN 2022 - 07 APR 2022,"2424 Cottonwood Road
Bakersfield, CA 93307
661-336-5200
Volunteer Prepared Taxes",,27777,"English,Spanish",CAPK FHCC,2022-03-20T00:00:44.111893,-118.985433,35.328832
06,029,0500000US06029,06029,210,Not Required,2020-01-10T19:32:18.069277,05 FEB 2022 - 16 APR 2022,"1401 E Brundage Ln
Bakersfield, CA 93307
Volunteer Prepared Taxes",SAT 9:30AM-3:00PM,22105,"English,Spanish",UWK - St John Missionary Baptist Church,2022-03-20T00:00:44.092827,-118.987619,35.353933
06,029,0500000US06029,06029,207,Not Required,2020-01-10T19:32:18.043359,24 JAN 2022 - 15 APR 2022,"5405 Stockdale Hwy
Suite 200
Bakersfield, CA 93309
Volunteer Prepared Taxes","TUE 3:00PM-8:00PM
WED 10:00AM-3:00PM
THU 3:00PM-8:00PM
FRI 10:00AM-3:00PM",20602,"English,Spanish",United Way of Kern County,2022-03-20T00:00:44.055381,-119.061262,35.354196
06,029,0500000US06029,06029,6834,Required,2022-01-23T00:00:39.897084,05 FEB 2022 - 26 MAR 2022,"9001 Stockdale Highway
Bakersfield, CA 93311
661-654-3098
Volunteer Prepared Taxes",,26474,"English,Spanish",California State Universtiy Bakersfield,2022-03-20T00:00:44.0351,-119.102817,35.354343
06,029,0500000US06029,06029,209,Required,2020-01-10T19:32:18.060641,18 JAN 2022 - 02 DEC 2022,"300 19th Street
Volunteer prepared and Self-Prep
Bakersfield, CA 93301
661-336-5200
Volunteer Prepared Taxes",,3050,"English,Spanish",CAPK MAIN,2022-03-20T00:00:44.06488,-119.004817,35.376162
06,029,0500000US06029,06029,4661,Required,2021-01-31T00:00:16.632551,18 JAN 2022 - 15 APR 2022,"300 19th St
Bakersfield, CA 93301
661-336-5200
Volunteer Prepared Taxes",,23315,"English,Spanish",CAPK Mobile,2022-03-20T00:00:44.074129,-119.004817,35.376162
06,029,0500000US06029,06029,6835,Not Required,2022-01-23T00:00:39.934916,17 FEB 2022 - 02 APR 2022,"2200 Quincy St
Bakersfield, CA 93306
Volunteer Prepared Taxes","THU 4:00PM-8:00PM
SAT 10:00AM-5:00PM",26258,"English,Spanish",UWK Mobile - East Bakersfield High School,2022-03-20T00:00:44.083343,-118.967333,35.379782
06,029,0500000US06029,06029,206,Required,2020-01-10T19:32:18.034918,01 FEB 2022 - 31 MAR 2022,"3701 N Sillect Ave
Bakersfield, CA 93308
661-834-1820
Volunteer Prepared Taxes",,22245,"English,Spanish",UWK Mobile - Kern County Child Support Services,2022-03-20T00:00:44.046159,-119.035881,35.393323
06,029,0500000US06029,06029,6833,Required,2022-01-23T00:00:39.888222,25 JAN 2022 - 05 APR 2022,"4180 Coffee Rd
Bakersfield, CA 93308
661-336-5200
Volunteer Prepared Taxes",,29671,"English,Spanish",CAPK Strata Coffee Rd,2022-03-20T00:00:44.025472,-119.092148,35.397599
06,029,0500000US06029,06029,3179,Required,2020-02-25T16:46:45.693114,21 JAN 2022 - 08 APR 2022,"455 E. Euclid Ave
Shafter, CA 93263
661-336-5200
Volunteer Prepared Taxes",,27778,"English,Spanish",CAPK SYC,2022-03-20T00:00:44.006003,-119.269856,35.497856
06,029,0500000US06029,06029,200,Not Required,2020-01-10T19:32:17.983804,22 JAN 2022 - 19 MAR 2022,"1544 7th Street
Wasco, CA 93280
Volunteer Prepared Taxes",SAT 9:00AM-3:00PM,3051,"Spanish,English",CAPK Wasco,2022-03-20T00:00:43.977369,-119.34313,35.59425
06,029,0500000US06029,06029,7207,Not Required,2022-02-27T00:01:20.559981,23 FEB 2022 - 06 APR 2022,"814 N Norma St
Ridgecrest, CA 93555
Volunteer Prepared Taxes",WED 12:00PM-4:00PM,31072,"English,Spanish",Oasis FRC VITA,2022-03-20T00:00:44.177506,-117.678763,35.635539
06,029,0500000US06029,06029,7205,Not Required,2022-02-27T00:01:20.434495,02 MAR 2022 - 26 MAR 2022,"501 W Perkins Ave
Mc Farland, CA 93250
Volunteer Prepared Taxes","WED 11:30AM-5:30PM
FRI 10:00AM-3:00PM",31031,"English,Spanish",VITA @ Family Life Worship Center,2022-03-20T00:00:43.987567,-119.233274,35.681615
40,023,0500000US40023,40023,3529,Required,2020-02-25T16:46:52.623094,02 FEB 2022 - 13 APR 2022,"500 E Rosewood
Hugo, OK 74743
580-326-5165
Volunteer Prepared Taxes",,9589,English,LIFT - Hugo,2022-03-20T00:00:51.898859,-95.507669,33.999838
54,043,0500000US54043,54043,6966,Required,2022-01-23T00:00:52.727162,03 FEB 2022 - 14 APR 2022,"7999 Lynn Avenue
Hamlin, WV 25523
304-519-9482
Volunteer Prepared Taxes",,29660,English,Hamlin Public Library,2022-03-20T00:01:01.836028,-82.119911,38.278986
48,423,0500000US48423,48423,6905,Not Required,2022-01-23T00:00:46.042212,01 JAN 2022 - 15 APR 2022,"1817 WSW Loop 323
Tyler, TX 75701
Volunteer Prepared Taxes","MON 10:00AM-4:00AM
TUE 10:00AM-4:00PM
WED 10:00AM-4:00PM
THU 10:00AM-4:00PM
FRI 10:00AM-4:00PM",28433,English,Tyler- Goodwill South,2022-03-20T00:00:52.358386,-95.299041,32.323559
48,423,0500000US48423,48423,938,Required,2020-01-10T19:32:24.175114,01 JAN 2022 - 15 APR 2022,"409 W. Locust
Tyler, TX 75702
903-593-8438
Volunteer Prepared Taxes",,25315,"Spanish,English",Goodwill Industries of East Texas,2022-03-20T00:00:52.34032,-95.304321,32.352806
49,039,0500000US49039,49039,435,Required,2020-01-10T19:32:19.948176,02 FEB 2022 - 13 APR 2022,"150 E College Ave
Business Bldg
Ephraim, UT 84627
435-893-0728
Volunteer Prepared Taxes",,25183,English,EIKISI-SIX Snow College Ephraim,2022-03-20T00:00:46.320853,-111.583755,39.36099
56,019,0500000US56019,56019,3365,Required,2020-02-25T16:46:49.597724,17 FEB 2022 - 01 APR 2022,"18 Veterans Ave.
Buffalo, WY 82834
307-710-1022
Volunteer Prepared Taxes",,25785,English,Buffalo American Legion VITA,2022-03-20T00:00:48.308317,-106.714766,44.348053
08,019,0500000US08019,08019,7211,Required,2022-02-27T00:01:23.360044,15 FEB 2022 - 05 APR 2022,"219 14th Avenue
Idaho Springs, CO 80452
720-221-8354
Volunteer Prepared Taxes",,31384,"English,Spanish",Benefits in Action ? Idaho Springs,2022-03-20T00:00:48.233872,-105.518062,39.741725
13,211,0500000US13211,13211,1947,Required,2020-01-10T19:32:32.779063,18 JAN 2022 - 08 APR 2022,"440 Hancock Street
Madison, GA 30650
706-342-2214
Volunteer Prepared Taxes",,25467,English,UGA Morgan County Extension,2022-03-20T00:01:02.059523,-83.465137,33.597099
01,091,0500000US01091,01091,1565,Required,2020-01-10T19:32:29.642963,24 JAN 2022 - 15 APR 2022,"101 East Coates Avenue
Linden, AL 36748
877-246-7836
Volunteer Prepared Taxes",,13361,English,AABC CAA of Marengo County Virtual,2022-03-20T00:00:58.359761,-87.763853,32.286898
05,059,0500000US05059,05059,1102,Required,2020-01-10T19:32:25.575021,01 FEB 2022 - 12 APR 2022,"202 East Third St
Malvern, AR 72104
501-326-6303
Volunteer Prepared Taxes",,12350,English,CADC Hot Spring Co. Library,2022-03-20T00:00:53.855298,-92.812026,34.363805
05,059,0500000US05059,05059,1100,Not Required,2020-01-10T19:32:25.558024,25 JAN 2022 - 18 APR 2022,"208 Ash Street
Malvern, AR 72104
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",12351,"English,Spanish",Southern Bancorp-Malvern-Virtual,2022-03-20T00:00:53.803684,-92.812702,34.364464
12,055,0500000US12055,12055,4913,Required,2021-01-31T00:00:31.125264,01 FEB 2022 - 14 APR 2022,"595 E Main Street
Avon Park, FL 33825
607-434-8208
Volunteer Prepared Taxes",,28721,English,Our Lady of Grace Catholic Church,2022-03-20T00:01:09.555463,-81.489997,27.595597
18,127,0500000US18127,18127,1397,Required,2020-01-10T19:32:28.138266,07 FEB 2022 - 13 APR 2022,"951 Eastport Centre Drive
Valparaiso, IN 46383
219-464-3583
Volunteer Prepared Taxes",,2870,English,United Way of Northwest IN,2022-03-20T00:00:56.634097,-87.020729,41.459743
12,053,0500000US12053,12053,6988,Required,2022-01-23T00:00:54.702571,02 FEB 2022 - 06 APR 2022,"12249 Club House Road
Brooksville, FL 34613
352-691-2165
Volunteer Prepared Taxes",,29700,English,HighPoint Club House,2022-03-20T00:01:06.339868,-82.523664,28.540717
12,053,0500000US12053,12053,6989,Required,2022-01-23T00:00:54.730395,18 FEB 2022 - 08 APR 2022,"8150 Hampton Street
Brooksville, FL 34613
352-691-2165
Volunteer Prepared Taxes",,29699,English,Brookridge Comm Club House,2022-03-20T00:01:06.397818,-82.491384,28.545461
12,053,0500000US12053,12053,2314,Required,2020-01-10T19:32:35.825017,25 JAN 2022 - 13 APR 2022,"238 Howell Ave.
Brooksville, FL 34601
352-688-8502
Volunteer Prepared Taxes",,2527,English,Hernando County Public Libr-Brooksville,2022-03-20T00:01:06.543978,-82.387559,28.556857
